user_id	login	tuwt	nuwt	tusa	job_count	avg_user_wait	turam	avg_user_ram	avg_user_sq_area
0	urgent_large_user	1776427.275999995	1.5172453554078111	1170824.0	57.0	31165.39	0.0	0.0	20540.77
1	urgent_tiny_user	143728.95839988763	0.09823530468330632	1463109.0	1362.0	105.53	0.0	0.0	1074.24
2	normal_large_user	2.203587459919989E7	1.6938206248816172	1.3009568E7	504.0	43721.97	0.0	0.0	25812.63
3	normal_small_user	6233747.346399627	0.4729908792978833	1.3179424E7	2091.0	2981.23	0.0	0.0	6302.93
