job_ID	STATUS	arrival	wait	start_time	runtime	end_time	CPUs	RAM(KB)	userID	user_name	queue	real_runtime	walltime_limit	backfilled
2	Success	16	0.0	16.0	60.0	76.0	1	0	1	urgent_tiny_user	priority_queue	60.0	600.0	0
4	Success	16	0.0	16.0	60.0	76.0	12	0	3	normal_small_user	default_queue	60.0	1200.0	1
6	Success	17	0.0	17.0	60.0	77.0	2	0	1	urgent_tiny_user	priority_queue	60.0	1800.0	0
9	Success	18	0.0	18.0	60.0	78.0	2	0	1	urgent_tiny_user	priority_queue	60.0	600.0	1
13	Success	20	0.0	20.0	60.0	80.0	2	0	1	urgent_tiny_user	priority_queue	60.0	3600.0	1
15	Success	22	0.0	22.0	60.0	82.0	2	0	1	urgent_tiny_user	priority_queue	60.0	1800.0	1
16	Success	23	53.0	76.0	60.0	136.0	2	0	1	urgent_tiny_user	priority_queue	60.0	2700.0	1
20	Success	27	49.0	76.0	60.0	136.0	1	0	1	urgent_tiny_user	priority_queue	60.0	1200.0	1
21	Success	28	48.0	76.0	60.0	136.0	1	0	1	urgent_tiny_user	priority_queue	60.0	900.0	1
22	Success	29	47.0	76.0	60.0	136.0	2	0	1	urgent_tiny_user	priority_queue	60.0	1800.0	1
23	Success	30	46.0	76.0	60.0	136.0	2	0	1	urgent_tiny_user	priority_queue	60.0	1200.0	1
24	Success	31	45.0	76.0	60.0	136.0	2	0	1	urgent_tiny_user	priority_queue	60.0	2700.0	1
12	Success	19	117.0	136.0	60.0	196.0	8	0	3	normal_small_user	default_queue	60.0	7200.0	1
17	Success	24	0.0	24.0	240.0	264.0	1	0	1	urgent_tiny_user	priority_queue	240.0	600.0	1
8	Success	17	0.0	17.0	783.0	800.0	4	0	3	normal_small_user	default_queue	783.0	7200.0	1
19	Success	26	50.0	76.0	740.0	816.0	1	0	1	urgent_tiny_user	priority_queue	740.0	7200.0	1
14	Success	21	0.0	21.0	1407.0	1428.0	1	0	1	urgent_tiny_user	priority_queue	1407.0	2700.0	1
7	Success	17	179.0	196.0	1376.0	1572.0	16	0	2	normal_large_user	default_queue	1376.0	7200.0	1
10	Success	18	1554.0	1572.0	60.0	1632.0	12	0	3	normal_small_user	default_queue	60.0	3600.0	1
27	Success	622	950.0	1572.0	60.0	1632.0	4	0	3	normal_small_user	default_queue	60.0	1800.0	1
28	Success	623	1009.0	1632.0	60.0	1692.0	4	0	3	normal_small_user	default_queue	60.0	3600.0	1
32	Success	2510	0.0	2510.0	60.0	2570.0	8	0	3	normal_small_user	default_queue	60.0	900.0	1
33	Success	2511	59.0	2570.0	60.0	2630.0	4	0	3	normal_small_user	default_queue	60.0	2700.0	1
25	Success	620	1012.0	1632.0	1104.0	2736.0	8	0	3	normal_small_user	default_queue	1104.0	1800.0	1
31	Success	2509	227.0	2736.0	60.0	2796.0	12	0	3	normal_small_user	default_queue	60.0	3600.0	1
34	Success	2512	284.0	2796.0	60.0	2856.0	12	0	3	normal_small_user	default_queue	60.0	900.0	1
40	Success	3325	0.0	3325.0	60.0	3385.0	4	0	3	normal_small_user	default_queue	60.0	3600.0	1
26	Success	621	179.0	800.0	2624.0	3424.0	4	0	3	normal_small_user	default_queue	2624.0	7200.0	1
1	Success	16	0.0	16.0	3609.0	3625.0	40	0	0	urgent_large_user	priority_queue	3609.0	7200.0	0
41	Success	3326	299.0	3625.0	60.0	3685.0	12	0	3	normal_small_user	default_queue	60.0	1200.0	1
5	Success	17	3608.0	3625.0	891.0	4516.0	24	0	0	urgent_large_user	priority_queue	891.0	7200.0	0
47	Success	3618	898.0	4516.0	60.0	4576.0	24	0	0	urgent_large_user	priority_queue	60.0	900.0	0
35	Success	3020	1556.0	4576.0	60.0	4636.0	24	0	2	normal_large_user	default_queue	60.0	3600.0	1
11	Success	19	0.0	19.0	4664.0	4683.0	1	0	1	urgent_tiny_user	priority_queue	4664.0	7200.0	1
38	Success	3323	1313.0	4636.0	200.0	4836.0	24	0	2	normal_large_user	default_queue	200.0	2700.0	1
44	Success	3414	1422.0	4836.0	60.0	4896.0	8	0	3	normal_small_user	default_queue	60.0	1800.0	1
45	Success	3415	1421.0	4836.0	60.0	4896.0	8	0	3	normal_small_user	default_queue	60.0	1800.0	1
43	Success	3413	0.0	3413.0	1768.0	5181.0	4	0	3	normal_small_user	default_queue	1768.0	2700.0	1
42	Success	3327	358.0	3685.0	1788.0	5473.0	12	0	3	normal_small_user	default_queue	1788.0	7200.0	1
46	Success	3416	8.0	3424.0	2359.0	5783.0	4	0	3	normal_small_user	default_queue	2359.0	7200.0	1
53	Success	6928	0.0	6928.0	60.0	6988.0	8	0	3	normal_small_user	default_queue	60.0	2700.0	1
59	Success	7019	0.0	7019.0	60.0	7079.0	4	0	3	normal_small_user	default_queue	60.0	1200.0	1
39	Success	3324	0.0	3324.0	3848.0	7172.0	12	0	3	normal_small_user	default_queue	3848.0	7200.0	1
56	Success	6931	241.0	7172.0	60.0	7232.0	8	0	3	normal_small_user	default_queue	60.0	900.0	1
18	Success	25	51.0	76.0	7186.0	7262.0	1	0	1	urgent_tiny_user	priority_queue	7186.0	7200.0	1
61	Success	7232	0.0	7232.0	60.0	7292.0	2	0	1	urgent_tiny_user	priority_queue	60.0	2700.0	0
62	Success	7233	0.0	7233.0	60.0	7293.0	2	0	1	urgent_tiny_user	priority_queue	60.0	900.0	0
63	Success	7234	0.0	7234.0	60.0	7294.0	1	0	1	urgent_tiny_user	priority_queue	60.0	900.0	0
64	Success	7235	0.0	7235.0	60.0	7295.0	1	0	1	urgent_tiny_user	priority_queue	60.0	600.0	0
65	Success	7236	0.0	7236.0	60.0	7296.0	2	0	1	urgent_tiny_user	priority_queue	60.0	2700.0	0
69	Success	7240	0.0	7240.0	60.0	7300.0	2	0	1	urgent_tiny_user	priority_queue	60.0	1800.0	0
72	Success	7243	0.0	7243.0	60.0	7303.0	1	0	1	urgent_tiny_user	priority_queue	60.0	1800.0	1
73	Success	7244	18.0	7262.0	60.0	7322.0	1	0	1	urgent_tiny_user	priority_queue	60.0	1800.0	1
70	Success	7241	51.0	7292.0	60.0	7352.0	2	0	1	urgent_tiny_user	priority_queue	60.0	600.0	0
75	Success	7246	48.0	7294.0	60.0	7354.0	1	0	1	urgent_tiny_user	priority_queue	60.0	600.0	1
74	Success	7245	51.0	7296.0	60.0	7356.0	2	0	1	urgent_tiny_user	priority_queue	60.0	3600.0	0
76	Success	7247	53.0	7300.0	60.0	7360.0	2	0	1	urgent_tiny_user	priority_queue	60.0	900.0	0
58	Success	7018	154.0	7172.0	561.0	7733.0	8	0	3	normal_small_user	default_queue	561.0	3600.0	1
68	Success	7239	0.0	7239.0	1403.0	8642.0	2	0	1	urgent_tiny_user	priority_queue	1403.0	1800.0	0
71	Success	7242	51.0	7293.0	1490.0	8783.0	2	0	1	urgent_tiny_user	priority_queue	1490.0	2700.0	0
83	Success	9048	0.0	9048.0	60.0	9108.0	2	0	1	urgent_tiny_user	priority_queue	60.0	3600.0	0
86	Success	9051	0.0	9051.0	60.0	9111.0	1	0	1	urgent_tiny_user	priority_queue	60.0	1800.0	0
87	Success	9052	0.0	9052.0	60.0	9112.0	1	0	1	urgent_tiny_user	priority_queue	60.0	3600.0	0
91	Success	9056	0.0	9056.0	60.0	9116.0	1	0	1	urgent_tiny_user	priority_queue	60.0	600.0	0
92	Success	9057	51.0	9108.0	60.0	9168.0	1	0	1	urgent_tiny_user	priority_queue	60.0	3600.0	0
93	Success	9058	50.0	9108.0	60.0	9168.0	1	0	1	urgent_tiny_user	priority_queue	60.0	600.0	0
94	Success	9059	52.0	9111.0	60.0	9171.0	1	0	1	urgent_tiny_user	priority_queue	60.0	600.0	0
96	Success	9061	51.0	9112.0	60.0	9172.0	1	0	1	urgent_tiny_user	priority_queue	60.0	900.0	1
97	Success	9062	54.0	9116.0	60.0	9176.0	1	0	1	urgent_tiny_user	priority_queue	60.0	1800.0	1
95	Success	9060	111.0	9171.0	60.0	9231.0	2	0	1	urgent_tiny_user	priority_queue	60.0	900.0	0
57	Success	7017	716.0	7733.0	1683.0	9416.0	12	0	3	normal_small_user	default_queue	1683.0	7200.0	1
60	Success	7020	2396.0	9416.0	60.0	9476.0	12	0	3	normal_small_user	default_queue	60.0	600.0	1
79	Success	8915	561.0	9476.0	60.0	9536.0	12	0	3	normal_small_user	default_queue	60.0	900.0	1
66	Success	7237	0.0	7237.0	2302.0	9539.0	1	0	1	urgent_tiny_user	priority_queue	2302.0	3600.0	0
80	Success	8916	620.0	9536.0	60.0	9596.0	12	0	3	normal_small_user	default_queue	60.0	1200.0	1
81	Success	8917	679.0	9596.0	60.0	9656.0	8	0	3	normal_small_user	default_queue	60.0	1800.0	1
99	Success	9721	0.0	9721.0	60.0	9781.0	4	0	3	normal_small_user	default_queue	60.0	600.0	1
101	Success	9723	58.0	9781.0	60.0	9841.0	4	0	3	normal_small_user	default_queue	60.0	900.0	1
98	Success	9063	105.0	9168.0	830.0	9998.0	1	0	1	urgent_tiny_user	priority_queue	830.0	3600.0	1
54	Success	6929	0.0	6929.0	3545.0	10474.0	8	0	3	normal_small_user	default_queue	3545.0	3600.0	1
102	Success	9724	750.0	10474.0	60.0	10534.0	12	0	3	normal_small_user	default_queue	60.0	2700.0	1
3	Success	16	5165.0	5181.0	5362.0	10543.0	32	0	2	normal_large_user	default_queue	5362.0	7200.0	1
85	Success	9050	0.0	9050.0	1539.0	10589.0	1	0	1	urgent_tiny_user	priority_queue	1539.0	1800.0	0
107	Success	10534	9.0	10543.0	60.0	10603.0	12	0	3	normal_small_user	default_queue	60.0	3600.0	1
78	Success	8429	2114.0	10543.0	60.0	10603.0	24	0	2	normal_large_user	default_queue	60.0	1200.0	1
108	Success	10535	68.0	10603.0	60.0	10663.0	8	0	3	normal_small_user	default_queue	60.0	1200.0	1
116	Success	10837	0.0	10837.0	60.0	10897.0	4	0	3	normal_small_user	default_queue	60.0	600.0	1
84	Success	9049	0.0	9049.0	1965.0	11014.0	1	0	1	urgent_tiny_user	priority_queue	1965.0	7200.0	0
89	Success	9054	0.0	9054.0	2197.0	11251.0	1	0	1	urgent_tiny_user	priority_queue	2197.0	3600.0	0
82	Success	8918	678.0	9596.0	1694.0	11290.0	8	0	3	normal_small_user	default_queue	1694.0	3600.0	1
90	Success	9055	0.0	9055.0	2358.0	11413.0	1	0	1	urgent_tiny_user	priority_queue	2358.0	2700.0	0
106	Success	10533	1.0	10534.0	1032.0	11566.0	4	0	3	normal_small_user	default_queue	1032.0	7200.0	1
88	Success	9053	0.0	9053.0	2552.0	11605.0	1	0	1	urgent_tiny_user	priority_queue	2552.0	7200.0	0
36	Success	3021	7642.0	10663.0	1848.0	12511.0	32	0	2	normal_large_user	default_queue	1848.0	2700.0	1
123	Success	11432	1079.0	12511.0	60.0	12571.0	16	0	2	normal_large_user	default_queue	60.0	2700.0	1
127	Success	12042	469.0	12511.0	60.0	12571.0	4	0	3	normal_small_user	default_queue	60.0	600.0	1
112	Success	10722	1849.0	12571.0	60.0	12631.0	12	0	3	normal_small_user	default_queue	60.0	1200.0	1
111	Success	10721	1790.0	12511.0	386.0	12897.0	12	0	3	normal_small_user	default_queue	386.0	7200.0	1
110	Success	10720	846.0	11566.0	1418.0	12984.0	8	0	3	normal_small_user	default_queue	1418.0	2700.0	1
119	Success	11023	1961.0	12984.0	60.0	13044.0	8	0	3	normal_small_user	default_queue	60.0	600.0	1
100	Success	9722	0.0	9722.0	3740.0	13462.0	4	0	3	normal_small_user	default_queue	3740.0	7200.0	1
128	Success	12043	1419.0	13462.0	60.0	13522.0	4	0	3	normal_small_user	default_queue	60.0	1800.0	1
115	Success	10836	1795.0	12631.0	917.0	13548.0	12	0	3	normal_small_user	default_queue	917.0	7200.0	1
131	Success	13325	197.0	13522.0	60.0	13582.0	4	0	3	normal_small_user	default_queue	60.0	900.0	1
120	Success	11024	2524.0	13548.0	60.0	13608.0	12	0	3	normal_small_user	default_queue	60.0	900.0	1
132	Success	13326	256.0	13582.0	60.0	13642.0	4	0	3	normal_small_user	default_queue	60.0	1800.0	1
134	Success	13328	280.0	13608.0	60.0	13668.0	4	0	3	normal_small_user	default_queue	60.0	1800.0	1
55	Success	6930	58.0	6988.0	6946.0	13934.0	4	0	3	normal_small_user	default_queue	6946.0	7200.0	1
136	Success	13728	206.0	13934.0	60.0	13994.0	4	0	3	normal_small_user	default_queue	60.0	600.0	1
138	Success	13730	264.0	13994.0	60.0	14054.0	4	0	3	normal_small_user	default_queue	60.0	900.0	1
67	Success	7238	0.0	7238.0	7046.0	14284.0	1	0	1	urgent_tiny_user	priority_queue	7046.0	7200.0	0
122	Success	11026	2582.0	13608.0	686.0	14294.0	8	0	3	normal_small_user	default_queue	686.0	1800.0	1
133	Success	13327	957.0	14284.0	60.0	14344.0	8	0	3	normal_small_user	default_queue	60.0	600.0	1
125	Success	12040	2304.0	14344.0	60.0	14404.0	12	0	3	normal_small_user	default_queue	60.0	3600.0	1
121	Success	11025	2019.0	13044.0	1424.0	14468.0	8	0	3	normal_small_user	default_queue	1424.0	3600.0	1
141	Success	14333	135.0	14468.0	60.0	14528.0	8	0	3	normal_small_user	default_queue	60.0	1200.0	1
135	Success	13727	677.0	14404.0	670.0	15074.0	12	0	3	normal_small_user	default_queue	670.0	900.0	1
137	Success	13729	1345.0	15074.0	164.0	15238.0	12	0	3	normal_small_user	default_queue	164.0	900.0	1
105	Success	10532	2.0	10534.0	4757.0	15291.0	4	0	3	normal_small_user	default_queue	4757.0	7200.0	1
140	Success	14332	906.0	15238.0	60.0	15298.0	12	0	3	normal_small_user	default_queue	60.0	600.0	1
126	Success	12041	1627.0	13668.0	1687.0	15355.0	8	0	3	normal_small_user	default_queue	1687.0	7200.0	1
142	Success	14334	964.0	15298.0	60.0	15358.0	12	0	3	normal_small_user	default_queue	60.0	600.0	1
149	Success	15129	226.0	15355.0	60.0	15415.0	8	0	3	normal_small_user	default_queue	60.0	3600.0	1
145	Success	14935	423.0	15358.0	60.0	15418.0	12	0	3	normal_small_user	default_queue	60.0	900.0	1
