user_id	login	tuwt	nuwt	tusa	job_count	avg_user_wait	turam	avg_user_ram	avg_user_sq_area
0	urgent_large_user	76856.11679999891	0.08360395958611329	919288.0	31.0	2479.23	0.0	0.0	29654.45
1	urgent_tiny_user	73506.05759999144	0.06760470747507702	1087292.0	801.0	91.77	0.0	0.0	1357.42
2	normal_large_user	2095216.6560000028	0.2211805339031005	9472880.0	367.0	5709.04	0.0	0.0	25811.66
3	normal_small_user	863404.1192000061	0.08797093561748355	9814652.0	1631.0	529.37	0.0	0.0	6017.57
