user_id	login	tuwt	nuwt	tusa	job_count	avg_user_wait	turam	avg_user_ram	avg_user_sq_area
0	urgent_large_user	15953.050400000158	0.023478598676619687	679472.0000000012	20.0	797.65	0.0	0.0	33973.6
1	urgent_tiny_user	22422.98159999373	0.03119267834635925	718854.0	562.0	39.9	0.0	0.0	1279.1
2	normal_large_user	482376.68399999395	0.07421161486371632	6500016.000000001	259.0	1862.46	0.0	0.0	25096.59
3	normal_small_user	240788.86639998658	0.03680215822235929	6542792.0	1102.0	218.5	0.0	0.0	5937.2
