time	urgent_large_user	urgent_tiny_user	normal_large_user	normal_small_user	
6191	40.1	14.45	17.023	13.451	
6251	40.1	14.481	17.023	13.894	
6311	40.1	14.513	17.023	14.338	
6371	40.1	14.545	17.023	14.789	
6431	40.1	14.576	17.023	15.043	
6491	40.1	14.608	17.023	15.296	
6551	40.1	14.64	17.023	15.549	
6611	40.1	14.671	17.023	15.803	
6671	40.1	14.703	17.023	16.444	
6731	40.1	14.735	17.023	17.07	
6791	40.1	14.766	17.023	17.558	
6851	40.1	14.798	17.023	17.874	
6911	40.1	15.013	17.023	18.191	
6971	40.1	15.013	17.023	18.508	
7031	40.1	15.013	17.023	18.805	
7091	40.1	15.013	17.023	18.995	
7151	40.1	15.013	17.023	19.185	
7211	40.1	15.013	17.023	19.375	
7271	40.1	15.09	17.61	19.565	
7331	40.1	15.399	18.191	19.755	
7391	40.1	15.685	18.697	19.945	
7451	40.1	15.938	19.204	20.135	
7511	40.1	16.177	19.711	20.325	
7571	40.1	16.406	20.217	20.515	
7631	40.1	16.596	20.724	21.072	
7691	40.1	16.786	21.231	21.273	
7751	40.1	16.984	21.737	21.589	
7811	40.1	17.143	22.244	21.906	
7871	40.1	17.318	22.751	22.263	
7931	40.1	17.444	23.257	22.647	
7991	40.1	17.571	23.764	23.03	
8051	40.1	17.698	24.271	23.41	
8111	40.1	17.824	24.777	23.79	
8171	40.1	17.951	25.284	24.17	
8231	40.1	18.078	25.791	24.55	
8291	40.1	18.204	26.297	24.93	
8351	40.1	18.337	26.804	25.379	
8411	40.1	18.448	27.311	25.764	
8471	40.1	18.559	27.817	26.061	
8531	40.1	18.686	28.324	26.314	
8591	40.1	18.781	28.831	26.568	
8651	40.1	18.876	29.337	26.821	
8711	40.1	18.971	29.844	27.074	
8771	40.1	19.066	30.351	27.328	
8831	40.1	19.161	30.857	27.581	
8891	40.1	19.256	31.364	27.834	
8951	40.1	19.351	31.871	28.088	
9011	40.1	19.47	32.377	28.483	
9071	40.1	19.533	32.884	28.936	
9131	40.1	19.597	33.391	29.248	
9191	40.1	19.66	33.897	29.501	
9251	40.1	19.723	34.404	29.754	
9311	40.1	19.787	34.911	30.008	
9371	40.1	19.85	35.417	30.261	
9431	40.1	19.956	35.924	30.514	
9491	40.1	19.988	36.431	30.768	
9551	40.1	20.02	36.937	31.137	
9611	40.1	20.051	37.444	31.201	
9671	40.1	20.083	37.951	31.264	
9731	40.1	20.115	38.457	31.327	
9791	40.1	20.146	38.964	31.391	
9851	40.1	20.178	39.471	31.454	
9911	40.1	20.21	39.977	31.517	
9971	40.1	20.241	40.484	31.581	
10031	40.1	20.273	40.991	31.644	
10091	40.1	20.305	41.497	31.707	
10151	40.1	20.336	42.004	31.771	
10211	40.1	20.368	42.511	31.834	
10271	40.1	20.4	43.017	31.897	
10331	40.1	20.431	43.524	31.961	
10391	40.1	20.463	44.031	32.024	
10451	40.1	20.495	44.537	32.206	
10511	40.1	20.526	45.044	32.206	
10571	40.1	20.558	45.551	32.206	
10631	40.1	20.59	46.057	32.206	
10691	40.1	20.621	46.564	32.206	
10751	40.1	20.653	47.071	32.206	
10811	40.1	20.726	47.577	32.206	
10871	40.1	20.742	48.084	32.206	
10931	40.1	20.758	48.591	32.206	
10991	40.1	20.774	49.097	32.206	
11051	40.1	20.789	49.604	32.206	
11111	40.1	20.805	50.111	32.206	
11171	40.1	20.821	50.617	32.206	
11231	40.1	20.837	51.124	32.206	
11291	40.1	20.853	51.631	32.435	
11351	40.1	20.869	52.137	32.739	
11411	40.1	20.884	52.644	32.739	
11471	40.1	20.9	53.151	32.739	
11531	40.1	20.916	53.657	32.739	
11591	40.1	20.932	54.164	32.739	
11651	40.1	20.948	54.671	32.739	
11711	40.1	20.964	55.177	32.739	
11771	40.1	20.979	55.684	32.739	
11831	40.1	20.995	56.191	32.739	
11891	40.1	21.011	56.697	32.739	
11951	40.1	21.027	57.204	32.739	
12011	40.1	21.043	57.711	32.739	
12071	40.1	21.059	58.217	32.739	
12131	40.1	21.074	58.724	32.739	
12191	40.1	21.09	59.231	32.739	
12251	40.1	21.106	59.737	32.739	
12311	40.1	21.122	60.244	32.739	
12371	40.1	21.138	60.751	32.739	
12431	40.1	21.154	61.257	32.739	
12491	40.1	21.169	61.764	32.739	
12551	40.1	21.185	62.271	32.739	
12611	40.1	21.201	62.777	32.739	
12671	40.1	21.217	63.284	32.739	
12731	40.1	21.233	63.791	32.739	
12791	40.1	21.249	64.297	32.739	
12851	40.1	21.264	64.804	32.739	
12911	40.1	21.352	65.311	32.739	
12971	40.1	21.352	65.817	32.739	
13031	40.1	21.352	66.324	32.739	
13091	40.1	21.352	66.831	32.739	
13151	40.1	21.352	67.337	32.739	
13211	40.1	21.352	67.844	32.739	
13271	40.1	21.352	68.523	32.885	
13331	40.1	21.352	69.124	33.124	
13391	40.1	21.352	69.631	33.235	
13451	40.1	21.352	70.137	33.298	
13511	40.1	21.352	70.644	33.361	
13571	40.1	21.352	71.151	33.425	
13631	40.1	21.352	71.657	33.488	
13691	40.1	21.352	72.164	33.551	
13751	40.1	21.352	72.671	33.615	
13811	40.1	21.352	73.177	33.678	
13871	40.1	21.352	73.684	33.741	
13931	40.1	21.352	74.191	33.805	
13991	40.1	21.352	74.697	33.868	
14051	40.1	21.352	75.204	33.931	
14111	40.1	21.352	78.826	33.995	
14171	40.1	21.352	79.459	34.058	
14231	40.1	21.352	80.093	34.121	
14291	40.1	21.352	80.726	34.185	
14351	40.1	21.352	81.359	34.248	
14411	40.1	21.352	81.993	34.311	
14471	40.1	21.375	82.626	34.535	
14531	40.1	21.568	83.259	34.771	
14591	40.1	21.819	83.893	34.867	
14651	40.1	22.009	84.526	34.994	
14711	40.1	22.199	85.159	35.121	
14771	40.1	22.389	85.793	35.247	
14831	40.1	22.577	86.426	35.486	
14891	40.1	22.751	87.059	35.658	
14951	40.1	22.925	87.525	36.218	
15011	40.1	23.099	87.525	36.554	
15071	40.1	23.273	87.525	36.871	
15131	40.1	23.448	87.525	37.187	
15191	40.1	23.622	87.525	37.504	
15251	40.1	23.796	87.525	37.821	
15311	40.1	23.97	87.525	38.137	
15371	40.1	24.144	87.525	38.454	
15431	40.1	24.318	87.525	38.771	
15491	40.1	24.493	87.525	39.249	
15551	40.1	24.667	87.643	39.937	
15611	40.1	24.841	87.925	40.254	
15671	40.1	25.018	87.925	40.789	
15731	40.1	25.176	87.925	41.55	
15791	40.1	25.334	87.925	42.183	
15851	40.1	25.493	87.925	42.816	
15911	40.1	25.651	87.925	43.45	
15971	40.1	25.809	87.925	44.256	
16031	40.1	25.968	87.925	45.029	
16091	40.1	26.154	87.925	45.733	
16151	40.1	26.281	87.925	46.43	
16211	40.1	26.408	87.925	47.126	
16271	40.1	26.569	87.925	47.823	
16331	40.1	26.664	87.925	48.64	
16391	40.1	26.759	87.925	49.147	
16451	40.1	26.854	87.925	49.654	
16511	40.1	26.949	87.925	50.16	
16571	40.1	27.044	87.925	50.667	
16631	40.1	27.139	87.925	51.174	
16691	40.1	27.234	87.925	51.68	
16751	40.1	27.329	87.925	52.187	
16811	40.1	27.424	87.925	52.694	
16871	40.1	27.519	87.925	53.319	
16931	40.1	27.646	87.925	53.762	
16991	40.1	27.725	87.925	54.206	
17051	40.1	27.804	87.925	54.649	
17111	40.1	27.884	87.925	55.092	
17171	40.1	27.963	87.925	55.536	
17231	40.1	28.042	87.925	55.979	
17291	40.1	28.121	87.925	56.422	
17351	40.1	28.2	87.925	56.866	
17411	40.1	28.279	87.925	57.309	
17471	40.1	28.359	87.925	57.752	
17531	40.1	28.438	87.925	58.196	
17591	40.1	28.517	87.925	58.639	
17651	40.1	28.596	87.925	59.082	
17711	40.1	28.675	87.925	59.526	
17771	40.1	28.843	87.925	59.969	
17831	40.1	28.891	87.925	60.412	
17891	40.1	28.938	87.925	60.856	
17951	40.1	28.986	87.925	61.403	
18011	40.1	29.033	87.925	61.783	
18071	40.1	29.081	87.925	62.163	
18131	40.1	29.128	87.925	62.543	
18191	40.1	29.176	87.925	62.923	
18251	40.1	29.223	87.925	63.303	
18311	40.1	29.271	87.925	63.683	
18371	40.1	29.318	87.925	64.063	
18431	40.1	29.366	88.313	64.664	
18491	40.1	29.453	88.946	64.918	
18551	40.1	29.484	89.579	65.171	
18611	40.1	29.516	90.213	65.424	
18671	40.1	29.548	90.846	65.678	
18731	40.1	29.579	91.479	65.931	
18791	40.1	29.611	92.113	66.388	
18851	40.1	29.643	92.746	66.578	
18911	40.1	29.674	93.379	66.768	
18971	40.1	29.706	94.013	66.958	
19031	40.1	29.738	94.646	67.148	
19091	40.1	29.769	95.279	67.371	
19151	40.1	29.801	95.913	67.691	
19211	40.1	29.833	96.546	68.007	
19271	40.1	29.864	97.179	68.324	
19331	40.1	29.896	97.813	68.641	
19391	40.1	29.928	98.446	68.957	
19451	40.1	29.959	99.079	69.274	
19511	40.1	29.991	99.713	69.591	
19571	40.1	30.023	100.346	69.907	
19631	40.1	30.165	100.979	70.224	
19691	40.1	30.165	101.613	70.541	
19751	40.1	30.165	102.246	70.857	
19811	40.1	30.165	102.879	71.174	
19871	40.1	30.165	103.513	71.491	
19931	40.1	30.165	104.146	71.807	
19991	40.1	30.165	104.779	72.124	
20051	40.1	30.165	105.413	72.441	
20111	40.1	30.165	106.046	72.757	
20171	40.1	30.165	106.679	73.074	
20231	40.1	30.165	107.313	73.391	
20291	40.1	30.165	107.946	73.707	
20351	40.1	30.165	108.579	74.024	
20411	40.1	30.165	109.213	74.387	
20471	40.1	30.165	109.846	74.641	
20531	40.1	30.165	110.479	74.894	
20591	40.1	30.165	112.134	75.279	
20651	40.1	30.165	112.622	75.723	
20711	40.1	30.165	113.128	76.225	
20771	40.1	30.165	113.635	76.605	
20831	40.1	30.165	114.142	76.985	
20891	40.1	30.165	114.648	77.365	
20951	40.1	30.165	115.155	77.745	
21011	40.1	30.165	115.662	78.125	
21071	40.1	30.165	116.168	79.33	
21131	40.1	30.165	116.675	79.52	
21191	40.1	30.165	117.182	79.71	
21251	40.1	30.165	117.688	79.9	
21311	40.1	30.165	118.195	80.09	
21371	40.1	30.165	118.702	80.444	
21431	40.1	30.165	119.208	80.824	
21491	40.1	30.165	119.715	81.231	
21551	40.1	30.165	120.222	81.738	
21611	40.1	30.165	120.728	82.244	
21671	40.1	30.165	121.235	82.751	
21731	40.1	30.165	121.742	83.258	
21791	40.1	30.165	122.248	83.764	
21851	40.1	30.165	122.755	84.271	
21911	40.1	30.165	123.262	84.778	
21971	40.1	30.165	123.768	85.284	
22031	40.1	30.165	124.275	85.791	
22091	40.1	30.165	124.782	86.298	
22151	40.1	30.165	125.288	86.804	
22211	40.1	30.165	125.795	87.311	
22271	40.1	30.165	126.302	87.818	
22331	40.1	30.165	126.808	88.324	
22391	40.1	30.165	127.315	88.831	
22451	40.1	30.165	127.822	89.338	
22511	40.1	30.165	128.328	89.844	
22571	40.1	30.165	128.835	90.351	
22631	40.1	30.165	129.342	90.858	
22691	40.1	30.165	129.848	91.364	
22751	40.1	30.165	130.355	91.871	
22811	40.1	30.165	130.862	92.378	
22871	40.1	30.165	131.368	92.884	
22931	40.1	30.165	131.875	93.391	
22991	40.1	30.165	132.382	93.898	
23051	40.1	30.165	132.888	94.404	
23111	40.1	30.165	133.395	94.911	
23171	40.1	30.165	133.902	95.418	
23231	40.1	30.165	134.408	95.924	
23291	40.1	30.165	134.915	96.431	
23351	40.1	30.165	135.422	96.938	
23411	40.1	30.165	135.928	97.444	
23471	40.1	30.165	136.435	97.951	
23531	40.1	30.165	136.942	98.458	
23591	40.1	30.165	138.287	99.427	
23651	40.1	30.165	138.287	100.453	
23711	40.1	30.165	138.287	101.494	
23771	40.1	30.165	138.287	102.519	
23831	40.1	30.165	138.287	103.493	
23891	40.1	30.165	138.287	104.443	
23951	40.1	30.165	138.287	105.393	
24011	40.1	30.165	138.287	106.674	
24071	40.1	30.165	138.287	107.688	
24131	40.1	30.165	138.287	108.668	
24191	40.1	30.165	138.287	109.618	
24251	40.1	30.165	138.287	110.568	
24311	40.1	30.165	138.287	112.059	
24371	40.1	30.165	138.287	112.977	
24431	40.1	30.165	138.287	113.863	
24491	40.1	30.165	138.287	115.398	
24551	40.1	30.165	138.287	116.284	
24611	40.1	30.165	138.287	117.171	
24671	40.1	30.165	138.287	118.058	
24731	40.1	30.165	138.287	118.944	
24791	40.1	30.165	138.287	119.831	
24851	40.1	30.165	138.287	120.718	
24911	40.1	30.165	138.287	121.604	
24971	40.1	30.165	138.287	122.491	
25031	40.1	30.165	138.287	123.378	
25091	40.1	30.165	138.287	124.264	
25151	40.1	30.165	138.287	125.151	
25211	40.1	30.165	138.294	126.139	
25271	40.1	30.165	138.548	126.899	
25331	40.1	30.165	138.818	127.735	
25391	40.1	30.165	138.9	128.368	
25451	40.1	30.165	138.9	129.001	
25511	40.1	30.165	138.9	129.635	
25571	40.1	30.165	138.9	130.268	
25631	40.1	30.165	138.9	130.901	
25691	40.1	30.165	138.9	131.535	
25751	40.1	30.165	138.9	132.168	
25811	40.1	30.165	138.9	132.801	
25871	40.1	30.165	138.9	133.435	
25931	40.1	30.165	138.9	134.068	
25991	40.1	30.165	138.9	134.701	
26051	40.1	30.165	138.9	135.335	
26111	40.1	30.165	138.9	135.968	
26171	40.1	30.165	138.9	136.601	
26231	40.1	30.165	139.32	137.791	
26291	40.1	30.165	140.064	138.044	
26351	40.1	30.165	140.864	138.297	
26411	40.1	30.165	141.664	138.551	
26471	40.1	30.165	142.359	138.804	
26531	40.1	30.165	143.025	139.057	
26591	40.1	30.165	143.167	139.311	
26651	40.1	30.165	143.167	139.564	
26711	40.1	30.165	143.167	139.817	
26771	40.1	30.165	143.167	140.071	
26831	40.1	30.165	143.167	140.324	
26891	40.1	30.165	143.167	140.58	
26951	40.1	30.165	143.167	141.514	
27011	40.1	30.165	143.167	141.728	
27071	40.1	30.165	143.374	141.918	
27131	40.1	30.165	143.754	142.108	
27191	40.1	30.165	144.134	142.298	
27251	40.1	30.165	144.514	142.488	
27311	40.1	30.165	144.894	142.678	
27371	40.1	30.165	145.274	142.868	
27431	40.1	30.165	145.654	143.058	
27491	40.1	30.165	146.034	143.248	
27551	40.1	30.165	146.414	143.438	
27611	40.1	30.165	146.794	143.628	
27671	40.1	30.165	147.174	143.818	
27731	40.1	30.165	147.554	144.008	
27791	40.1	30.165	147.934	144.198	
27851	40.1	30.165	148.314	144.388	
27911	40.1	30.165	148.694	144.578	
27971	40.1	30.165	149.074	144.768	
28031	40.1	30.165	149.826	144.958	
28091	40.1	30.165	150.333	145.148	
28151	40.1	30.165	150.839	145.338	
28211	40.1	30.165	151.346	145.528	
28271	40.1	30.165	151.853	145.718	
28331	40.1	30.165	152.359	145.908	
28391	40.1	30.165	152.674	146.098	
28451	40.1	30.165	152.674	146.288	
28511	40.1	30.165	152.674	146.478	
28571	40.1	30.165	152.674	146.668	
28631	40.1	30.165	152.674	146.858	
28691	40.1	30.165	152.674	147.665	
28751	40.1	30.165	152.674	147.665	
28811	40.1	30.165	152.674	147.665	
28871	40.1	30.176	152.674	147.665	
28931	40.1	30.538	152.674	147.665	
28991	40.1	30.668	152.674	147.665	
29051	40.1	30.755	152.674	147.665	
29111	40.1	30.834	152.674	147.665	
29171	40.1	30.913	152.674	147.665	
29231	40.1	30.992	152.674	147.665	
29291	40.1	31.071	152.674	147.665	
29351	40.1	31.151	152.674	147.665	
29411	40.1	31.23	152.674	147.665	
29471	40.1	31.309	152.674	147.665	
29531	40.1	31.388	152.674	147.665	
29591	40.1	31.467	152.674	147.665	
29651	40.1	31.546	152.674	147.665	
29711	40.1	31.626	152.674	147.665	
29771	40.1	31.705	152.674	147.665	
29831	40.1	31.784	152.674	147.665	
29891	40.1	31.863	152.674	147.665	
29951	40.1	31.942	152.674	147.665	
30011	40.1	32.021	152.674	147.665	
30071	40.1	32.101	152.674	147.883	
30131	40.1	32.18	152.674	148.6	
30191	40.1	32.259	152.674	149.17	
30251	40.1	32.338	152.674	149.74	
30311	40.1	32.417	152.674	150.31	
30371	40.1	32.496	152.674	150.88	
30431	40.1	32.576	152.674	151.45	
30491	40.1	32.655	152.674	152.02	
30551	40.1	32.734	152.674	152.59	
30611	40.1	32.813	152.674	153.16	
30671	40.1	32.892	152.674	153.73	
30731	40.1	32.971	152.674	154.3	
30791	40.1	33.051	152.674	154.87	
30851	40.1	33.13	152.674	155.44	
30911	40.1	33.209	152.674	156.01	
30971	40.1	33.346	152.685	156.58	
31031	40.1	33.393	153.085	157.15	
31091	40.1	33.441	153.474	157.72	
31151	40.1	33.488	153.474	158.29	
31211	40.1	33.536	153.474	158.86	
31271	40.1	33.583	153.474	159.43	
31331	40.1	33.631	153.474	160.0	
31391	40.1	33.678	153.474	160.57	
31451	40.1	33.726	153.474	161.14	
31511	40.1	33.773	153.474	161.71	
31571	40.1	33.821	153.474	162.28	
31631	40.1	33.868	153.474	162.85	
31691	40.1	33.916	153.474	163.42	
31751	40.1	33.963	153.474	163.99	
31811	40.1	34.011	153.474	164.56	
31871	40.1	34.058	153.474	165.314	
31931	40.1	34.106	153.474	165.694	
31991	40.1	34.153	153.474	166.074	
32051	40.1	34.201	153.474	166.454	
32111	40.1	34.248	153.474	166.834	
32171	40.1	34.296	153.474	167.214	
32231	40.1	34.343	153.474	167.594	
32291	40.1	34.391	153.474	167.974	
32351	40.1	34.438	153.474	168.763	
32411	40.1	34.486	153.474	169.364	
32471	40.1	34.533	153.474	169.934	
32531	40.1	34.695	153.474	170.504	
32591	40.1	34.862	153.474	171.074	
32651	40.1	35.021	153.474	171.644	
32711	40.1	35.179	153.474	172.214	
32771	40.1	35.337	153.474	172.784	
32831	40.1	35.5	153.474	173.354	
32891	40.1	35.627	153.474	173.924	
32951	40.1	35.752	153.474	174.494	
33011	40.1	35.863	153.474	175.064	
33071	40.1	35.966	153.474	175.634	
33131	40.1	36.061	153.474	176.204	
33191	40.1	36.156	153.474	176.774	
33251	40.1	36.251	153.474	177.344	
33311	40.1	36.346	153.474	177.914	
33371	40.1	36.44	153.474	178.484	
33431	40.1	36.519	153.474	179.054	
33491	40.1	36.598	153.474	179.624	
33551	40.1	36.677	153.474	180.194	
33611	40.1	36.756	153.474	180.764	
33671	40.1	36.836	153.474	181.334	
33731	40.1	36.915	153.474	181.904	
33791	40.1	36.994	153.474	182.474	
33851	40.1	37.207	153.474	183.044	
33911	40.1	37.254	153.474	184.061	
33971	40.1	37.302	153.474	184.441	
34031	40.1	37.349	153.474	184.821	
34091	40.1	37.397	153.474	185.201	
34151	40.1	37.444	153.474	185.734	
34211	40.1	37.492	153.474	185.924	
34271	40.1	37.539	153.716	186.114	
34331	40.1	37.587	154.223	186.304	
34391	40.1	37.634	154.73	186.494	
34451	40.1	37.682	155.236	186.684	
34511	40.1	37.729	155.743	186.874	
34571	40.1	37.777	156.25	187.064	
34631	40.1	37.824	156.756	187.254	
34691	40.1	37.872	157.263	187.444	
34751	40.1	37.919	157.77	187.634	
34811	40.1	37.967	158.276	187.824	
34871	40.1	38.014	158.783	188.014	
34931	40.1	38.062	159.29	188.204	
34991	40.1	38.109	159.796	188.394	
35051	40.1	38.157	160.571	188.584	
35111	40.1	38.204	160.745	188.774	
35171	40.1	38.252	160.745	188.964	
35231	40.1	38.299	160.745	189.154	
35291	40.1	38.347	160.745	189.344	
35351	40.1	38.394	160.745	189.534	
35411	40.1	38.442	160.745	189.724	
35471	40.1	38.489	160.745	189.914	
35531	40.1	38.537	160.745	190.104	
35591	40.1	38.584	160.745	190.294	
35651	40.1	38.632	160.745	190.484	
35711	40.1	38.76	160.745	190.674	
35771	40.1	38.791	160.745	190.864	
35831	40.1	38.823	160.745	191.054	
35891	40.1	38.855	160.745	191.244	
35951	40.1	38.886	160.745	191.434	
36011	40.1	38.918	160.745	191.624	
36071	40.1	38.95	160.745	191.814	
36131	40.1	38.981	160.745	192.004	
36191	40.1	39.013	160.745	192.194	
36251	40.1	39.045	160.745	192.384	
36311	40.1	39.076	160.745	192.574	
36371	40.1	39.108	160.745	193.808	
36431	40.1	39.14	160.745	193.808	
36491	40.1	39.171	160.745	193.808	
36551	40.1	39.203	160.745	193.808	
36611	40.1	39.235	160.745	193.808	
36671	40.1	39.266	160.745	193.808	
36731	40.1	39.298	160.745	193.808	
36791	40.1	39.33	160.745	193.808	
36851	40.1	39.361	160.745	193.808	
36911	40.1	39.393	160.745	193.808	
36971	40.1	39.425	160.745	193.808	
37031	40.1	39.565	160.745	193.808	
37091	40.1	39.565	160.745	193.808	
37151	40.1	39.565	160.745	193.808	
37211	40.1	39.565	160.745	193.808	
37271	40.1	39.565	160.745	193.908	
37331	40.1	39.565	160.745	194.342	
37391	40.1	39.565	160.745	194.722	
37451	40.1	39.565	160.745	195.102	
37511	40.1	39.565	160.745	195.504	
37571	40.1	39.565	160.745	195.757	
37631	40.1	39.565	160.745	196.011	
37691	40.1	39.565	160.745	196.264	
37751	40.1	39.565	160.745	197.114	
37811	40.1	39.565	160.745	197.53	
37871	40.1	39.565	160.745	197.914	
37931	40.1	39.565	160.745	198.674	
37991	40.1	39.565	160.745	199.434	
38051	40.1	39.565	160.745	200.194	
38111	40.1	39.565	160.745	200.936	
38171	40.1	39.565	160.745	201.633	
38231	40.1	39.565	160.745	202.33	
38291	40.1	39.565	160.745	203.026	
38351	40.1	39.565	160.745	203.723	
38411	40.1	39.565	160.745	204.42	
38471	40.1	39.565	160.745	205.12	
38531	40.1	39.565	160.745	206.085	
38591	40.1	39.565	160.745	207.019	
38651	40.1	39.565	160.745	207.653	
38711	40.1	39.565	160.745	208.286	
38771	40.1	39.565	160.745	208.919	
38831	40.1	39.565	160.745	209.553	
38891	40.1	39.565	160.745	210.186	
38951	40.1	39.565	160.745	210.819	
39011	40.1	39.565	160.745	211.453	
39071	40.1	39.565	160.745	212.086	
39131	40.1	39.565	160.745	212.719	
39191	40.1	39.565	160.745	213.353	
39251	40.1	39.565	160.745	213.986	
39311	40.1	39.565	160.745	214.725	
39371	40.1	39.565	160.745	215.232	
39431	40.1	39.565	160.745	215.739	
39491	40.1	39.565	160.745	216.414	
39551	40.1	39.565	160.745	217.042	
39611	40.1	39.565	160.745	217.705	
39671	40.1	39.565	160.745	217.958	
39731	40.1	39.565	160.745	218.211	
39791	40.1	39.565	160.745	218.465	
39851	40.1	39.565	160.745	218.718	
39911	40.1	39.565	160.745	218.971	
39971	40.1	39.565	160.745	219.225	
40031	40.1	39.565	160.745	219.478	
40091	40.1	39.565	160.745	219.731	
40151	40.1	39.565	160.745	220.213	
40211	40.1	39.565	160.745	220.612	
40271	40.1	39.565	160.745	220.929	
40331	40.1	39.565	160.745	221.246	
40391	40.1	39.565	160.745	221.868	
40451	40.1	39.565	160.745	221.995	
40511	40.1	39.565	160.745	222.122	
40571	40.1	39.565	160.745	222.186	
40631	40.1	39.565	160.745	222.249	
40691	40.1	39.565	160.745	222.312	
40751	40.1	39.565	160.745	222.376	
40811	40.1	39.565	160.745	222.439	
40871	40.1	39.565	160.745	222.512	
40931	40.1	39.565	160.745	223.091	
40991	40.1	39.565	160.745	223.225	
41051	40.1	39.565	160.745	223.352	
41111	40.1	39.565	160.745	223.478	
41171	40.1	39.565	160.745	223.605	
41231	40.1	39.565	160.745	223.732	
41291	40.1	39.565	160.745	223.858	
41351	40.1	39.565	160.745	223.985	
41411	40.1	39.565	160.745	224.112	
41471	40.1	39.565	161.084	224.312	
41531	40.1	39.565	161.844	224.375	
41591	40.1	39.565	162.604	224.439	
41651	40.1	39.565	163.364	224.502	
41711	40.1	39.565	164.124	224.565	
41771	40.1	39.565	164.884	224.629	
41831	40.1	39.565	165.875	224.692	
