72	0.581	0.111	0.233	0.058	
132	1.214	0.427	0.271	0.125	
192	1.848	0.681	0.271	0.248	
252	2.481	0.918	0.271	0.323	
312	3.114	1.156	0.271	0.386	
372	3.748	1.393	0.271	0.449	
432	4.381	1.631	0.271	0.513	
492	5.014	1.868	0.271	0.576	
552	5.648	2.11	0.271	0.639	
612	6.281	2.308	0.271	0.703	
672	6.914	2.482	0.271	0.766	
732	7.548	2.664	0.271	0.829	
792	8.181	2.807	0.271	0.893	
852	8.814	2.949	0.271	0.956	
912	9.448	3.092	0.271	1.019	
972	10.081	3.234	0.271	1.083	
1032	10.714	3.377	0.271	1.146	
1092	11.348	3.519	0.271	1.209	
1152	11.981	3.666	0.271	1.273	
1212	12.614	3.793	0.271	1.336	
1272	13.248	3.919	0.271	1.556	
1332	13.881	4.046	0.271	1.827	
1392	14.514	4.2	0.271	2.017	
1452	15.148	4.295	0.271	2.207	
1512	15.781	4.39	0.271	2.397	
1572	16.414	4.485	0.271	2.587	
1632	17.048	4.58	0.271	2.791	
1692	17.681	4.675	0.271	3.108	
1752	18.314	4.77	0.271	3.425	
1812	18.948	4.884	0.271	3.741	
1872	19.581	4.947	0.271	4.058	
1932	20.214	5.011	0.271	4.375	
1992	20.848	5.074	0.271	4.691	
2052	21.481	5.137	0.271	5.008	
2112	22.114	5.201	0.271	5.325	
2172	22.748	5.264	0.271	5.641	
2232	23.381	5.366	0.271	5.958	
2292	24.014	5.398	0.271	6.275	
2352	24.648	5.43	0.271	6.591	
2412	25.281	5.461	0.271	6.908	
2472	25.914	5.493	0.271	7.225	
2532	26.548	5.525	0.271	7.749	
2592	27.181	5.556	0.271	8.076	
2652	27.814	5.588	0.271	8.393	
2712	28.448	5.62	0.271	8.529	
2772	29.081	5.651	0.271	8.656	
2832	29.714	5.683	0.271	8.783	
2892	30.348	5.715	0.271	8.909	
2952	30.981	5.746	0.271	9.036	
3012	31.614	5.778	0.271	9.163	
3072	32.248	5.81	0.271	9.289	
3132	32.881	5.841	0.271	9.416	
3192	33.514	5.873	0.271	9.543	
3252	34.148	5.905	0.271	9.669	
3312	34.781	5.936	0.271	9.884	
3372	35.414	5.968	0.271	9.884	
3432	36.048	6.0	0.271	9.884	
3492	36.681	6.031	0.271	9.884	
3552	37.314	6.063	0.271	9.884	
3612	37.948	6.134	0.271	9.884	
3672	40.396	6.15	0.271	9.884	
3732	40.776	6.166	0.271	9.884	
3792	41.156	6.182	0.271	9.884	
3852	41.536	6.198	0.271	9.884	
3912	41.916	6.213	0.271	9.884	
3972	42.296	6.229	0.271	9.884	
4032	42.676	6.245	0.271	9.902	
4092	43.056	6.261	0.271	10.472	
4152	43.436	6.277	0.271	10.922	
4212	43.816	6.293	0.271	11.365	
4272	44.196	6.308	0.271	11.808	
4332	44.576	6.324	0.271	12.252	
4392	44.956	6.34	0.271	12.695	
4452	45.336	6.356	0.271	13.105	
4512	45.716	6.372	0.271	13.359	
4572	46.058	6.388	0.271	13.612	
4632	46.058	6.403	0.271	13.865	
4692	46.058	6.419	0.271	14.119	
4752	46.058	6.435	0.271	14.372	
4812	46.058	6.451	0.271	14.893	
4872	46.394	6.658	0.271	15.218	
4932	46.465	6.917	0.271	15.471	
4992	46.465	7.043	0.271	15.724	
5052	46.465	7.17	0.271	15.978	
5112	46.465	7.297	0.271	16.231	
5172	46.465	7.423	0.271	16.484	
5232	46.465	7.534	0.271	16.738	
5292	46.465	7.645	0.271	16.991	
5352	46.465	7.756	0.271	17.244	
5412	46.465	7.866	0.271	17.498	
5472	46.465	7.977	0.271	17.751	
5532	46.465	8.088	0.271	18.004	
5592	46.465	8.199	0.271	18.258	
5652	46.465	8.31	0.271	18.511	
5712	46.465	8.421	0.271	18.809	
5772	46.465	8.598	0.271	18.999	
5832	46.465	8.693	0.841	19.339	
5892	46.465	8.788	1.601	19.339	
5952	46.465	8.883	2.361	19.339	
6012	46.465	8.983	3.121	19.438	
6072	46.465	9.062	3.881	19.52	
6132	46.465	9.141	4.838	19.583	
6192	46.465	9.22	5.598	19.647	
6252	46.465	9.299	6.358	19.71	
6312	46.465	9.379	7.118	19.773	
6372	46.465	9.458	7.878	19.837	
6432	46.465	9.537	8.638	19.9	
6492	46.465	9.616	9.398	19.963	
6552	46.465	9.695	10.158	20.027	
6612	46.465	9.809	10.918	20.09	
6672	46.465	9.857	11.678	20.153	
6732	46.465	9.904	12.438	20.217	
6792	46.465	9.952	13.198	20.28	
6852	46.465	9.999	13.958	20.343	
6912	46.465	10.047	14.718	20.407	
6972	46.465	10.094	15.478	20.47	
7032	46.465	10.142	16.238	20.533	
7092	46.465	10.189	16.998	20.597	
7152	46.465	10.237	17.758	20.66	
7212	46.465	10.284	18.518	20.723	
7272	46.465	10.332	19.278	20.787	
