time	urgent_large_user	urgent_tiny_user	normal_large_user	normal_small_user	
126792	74.156	64.529	543.84	534.7	
126852	74.156	64.529	544.473	534.7	
126912	74.156	64.529	545.106	534.7	
126972	74.156	64.529	545.74	534.7	
127032	74.156	64.529	546.373	534.7	
127092	74.156	64.529	547.006	534.7	
127152	74.156	64.529	547.64	534.7	
127212	74.156	64.529	548.273	534.7	
127272	74.156	64.529	549.065	534.7	
127332	74.156	64.529	550.048	534.7	
127392	74.156	64.529	550.851	534.7	
127452	74.156	64.529	551.484	534.7	
127512	74.156	64.529	552.118	534.7	
127572	74.156	64.529	552.751	534.7	
127632	74.156	64.529	553.384	534.7	
127692	74.156	64.529	554.018	534.859	
127752	74.156	64.529	554.651	535.107	
127812	74.156	64.529	555.284	535.107	
127872	74.156	64.529	556.063	535.107	
127932	74.156	64.529	556.958	535.107	
127992	74.156	64.529	557.591	535.107	
128052	74.156	64.529	558.224	535.107	
128112	74.156	64.529	558.858	535.107	
128172	74.156	64.529	559.491	535.107	
128232	74.156	64.529	560.124	535.107	
128292	74.156	64.529	560.758	535.107	
128352	74.156	64.529	561.391	535.107	
128412	74.156	64.529	562.024	535.107	
128472	74.156	64.529	562.658	535.107	
128532	74.156	64.529	563.291	535.107	
128592	74.156	64.529	563.924	535.107	
128652	74.156	64.529	564.558	535.107	
128712	74.156	64.529	565.191	535.107	
128772	74.156	64.529	565.824	535.107	
128832	74.156	64.529	566.458	535.107	
128892	74.156	64.529	567.091	535.107	
128952	74.156	64.529	567.724	535.107	
129012	74.156	64.529	568.358	535.107	
129072	74.156	64.529	569.079	535.107	
129132	74.156	64.529	569.966	535.107	
129192	74.156	64.529	570.853	535.107	
129252	74.156	64.529	571.739	535.107	
129312	74.156	64.529	572.626	535.107	
129372	74.156	64.529	573.513	535.107	
129432	74.156	64.529	574.399	535.107	
129492	74.156	64.529	575.286	535.154	
129552	74.156	64.529	576.173	535.266	
129612	74.156	64.529	577.059	535.329	
129672	74.156	64.529	577.946	535.393	
129732	74.156	64.529	578.833	535.456	
129792	74.156	64.529	579.719	535.519	
129852	74.156	64.529	580.606	535.583	
129912	74.156	64.529	581.493	535.646	
129972	74.156	64.529	582.379	535.709	
130032	74.156	64.529	583.266	535.773	
130092	74.156	64.529	584.153	535.836	
130152	74.156	64.529	585.039	535.899	
130212	74.156	64.529	585.926	535.963	
130272	74.156	64.529	586.813	536.026	
130332	74.156	64.529	587.699	536.089	
130392	74.156	64.529	588.586	536.153	
130452	74.156	64.529	589.473	536.216	
130512	74.156	64.529	590.359	536.279	
130572	74.156	64.529	591.246	536.343	
130632	74.156	64.529	592.133	536.406	
130692	74.156	64.529	593.019	536.469	
130752	74.156	64.529	593.906	536.533	
130812	74.156	64.529	594.793	536.596	
130872	74.156	64.529	595.679	536.659	
130932	74.156	64.529	596.566	536.781	
130992	74.156	64.529	597.453	536.854	
131052	74.156	64.529	598.339	536.917	
131112	74.156	64.529	599.226	536.98	
131172	74.156	64.529	602.518	537.604	
131232	74.156	64.529	603.138	537.948	
131292	74.156	64.529	603.772	538.285	
131352	74.156	64.529	604.405	538.649	
131412	74.156	64.529	605.038	538.966	
131472	74.156	64.529	605.672	539.283	
131532	74.156	64.529	606.305	539.599	
131592	74.156	64.529	606.938	539.916	
131652	74.156	64.529	607.572	540.233	
131712	74.156	64.529	608.205	540.549	
131772	74.156	64.529	608.838	540.866	
131832	74.156	64.529	609.472	541.183	
131892	74.156	64.529	610.105	541.499	
131952	74.156	64.529	610.738	541.816	
132012	74.156	64.529	611.372	542.133	
132072	74.156	64.529	612.005	542.449	
132132	74.156	64.529	612.858	542.861	
132192	74.156	64.529	613.111	543.553	
132252	74.156	64.529	613.937	544.166	
132312	74.156	64.529	614.471	544.672	
132372	74.156	64.529	614.977	545.179	
132432	74.156	64.529	615.484	545.686	
132492	74.156	64.529	615.991	546.192	
132552	74.156	64.529	616.497	546.858	
132612	74.156	64.529	617.004	547.372	
132672	74.156	64.529	617.205	548.042	
132732	74.156	64.529	617.754	548.458	
132792	74.156	64.529	617.883	548.838	
132852	74.156	64.529	617.883	549.218	
132912	74.156	64.529	617.883	549.598	
132972	74.156	64.529	617.883	549.978	
133032	74.156	64.529	617.883	550.358	
133092	74.156	64.529	617.883	550.738	
133152	74.156	64.529	617.883	551.118	
133212	74.156	64.529	617.883	551.498	
133272	74.156	64.529	617.883	551.878	
133332	74.156	64.691	617.883	552.258	
133392	74.156	64.954	617.883	552.638	
133452	74.156	65.081	617.883	553.018	
133512	74.156	65.207	617.883	553.398	
133572	74.156	65.334	617.883	553.778	
133632	74.156	65.461	617.883	554.158	
133692	74.156	65.587	617.883	554.538	
133752	74.156	65.714	617.883	554.918	
133812	74.156	65.841	617.883	555.298	
133872	74.156	65.967	617.883	555.678	
133932	74.156	66.094	617.883	556.058	
133992	74.156	66.221	617.883	556.438	
134052	74.156	66.347	617.883	556.994	
134112	74.156	66.474	617.883	557.184	
134172	74.156	66.601	617.883	557.374	
134232	74.156	66.727	617.883	557.564	
134292	74.156	66.867	617.883	557.754	
134352	74.156	66.978	617.883	557.944	
134412	74.156	67.089	617.883	558.134	
134472	74.156	67.199	617.883	558.59	
134532	74.156	67.31	617.883	558.654	
134592	74.156	67.421	617.883	558.717	
134652	74.156	67.532	617.883	558.78	
134712	74.156	67.643	617.883	558.844	
134772	74.156	67.754	617.883	558.907	
134832	74.156	67.883	617.883	558.97	
134892	74.156	67.978	617.883	559.034	
134952	74.156	68.073	617.883	559.097	
135012	74.156	68.168	617.883	559.16	
135072	74.156	68.263	617.883	559.224	
135132	74.156	68.358	617.883	559.287	
135192	74.156	68.453	617.883	559.35	
135252	74.156	68.548	617.883	559.414	
135312	74.156	68.643	617.883	559.477	
135372	74.156	68.738	617.883	559.54	
135432	74.156	68.833	617.883	559.604	
135492	74.156	68.966	617.883	559.667	
135552	74.156	69.029	617.883	559.73	
135612	74.156	69.092	617.883	559.794	
135672	74.156	69.156	617.883	559.857	
135732	74.156	69.219	617.883	559.92	
135792	74.156	69.282	617.883	559.984	
135852	74.156	69.346	617.883	560.047	
135912	74.156	69.409	617.883	560.11	
135972	74.156	69.472	617.883	560.174	
136032	74.156	69.536	617.883	560.59	
136092	74.156	69.599	617.883	560.59	
136152	74.156	69.662	617.883	560.59	
136212	74.156	69.726	617.883	560.59	
136272	74.156	69.789	617.883	560.59	
136332	74.156	69.852	617.883	560.953	
136392	74.156	69.916	617.883	561.347	
136452	74.156	69.979	617.883	561.727	
136512	74.156	70.042	617.883	562.107	
136572	74.156	70.106	617.883	562.487	
136632	74.156	70.169	617.883	562.867	
136692	74.156	70.232	617.883	563.247	
136752	74.156	70.296	617.883	563.627	
136812	74.156	70.359	617.883	563.996	
136872	74.156	70.422	617.883	564.312	
136932	74.156	70.486	617.883	564.629	
136992	74.156	70.549	617.883	564.946	
137052	74.156	70.612	617.883	565.262	
137112	74.156	70.749	617.883	565.579	
137172	74.156	70.78	617.883	565.896	
137232	74.156	70.812	617.883	566.212	
137292	74.156	70.844	617.883	566.529	
137352	74.156	70.875	617.883	566.846	
137412	74.156	70.907	617.883	567.162	
137472	74.156	70.939	618.051	567.479	
137532	74.156	70.97	618.685	567.796	
137592	74.156	71.002	619.318	568.112	
137652	74.156	71.034	619.951	568.429	
137712	74.156	71.065	620.585	568.746	
137772	74.156	71.097	621.218	569.062	
137832	74.156	71.129	621.851	569.379	
137892	74.156	71.16	622.485	569.696	
137952	74.156	71.192	623.118	570.012	
138012	74.156	71.224	623.751	570.329	
138072	74.156	71.255	624.385	570.646	
138132	74.156	71.287	625.018	570.962	
138192	74.156	71.319	625.651	571.279	
138252	74.156	71.35	626.285	571.809	
138312	74.156	71.382	626.918	572.132	
138372	74.156	71.414	627.551	572.449	
138432	74.156	71.445	628.185	573.118	
138492	74.156	71.477	628.883	573.872	
138552	74.156	71.509	628.883	574.582	
138612	74.156	71.54	628.883	575.215	
138672	74.156	71.572	628.883	575.849	
138732	74.156	71.604	628.883	576.705	
138792	74.156	71.635	628.883	577.592	
138852	74.156	71.667	628.883	578.415	
138912	74.156	71.699	628.883	579.239	
138972	74.156	71.73	628.883	580.062	
139032	74.156	71.762	628.883	580.885	
139092	74.156	71.794	628.883	581.709	
139152	74.156	71.825	628.883	582.532	
139212	74.156	71.857	628.883	583.355	
139272	74.156	71.889	628.883	584.179	
139332	74.156	71.92	628.883	585.002	
139392	74.156	71.952	628.883	585.825	
139452	74.156	71.984	628.883	586.649	
139512	74.156	72.015	628.883	587.472	
139572	74.156	72.047	628.883	588.295	
139632	74.156	72.079	628.883	589.119	
139692	74.156	72.11	628.883	589.942	
139752	74.156	72.142	628.883	590.765	
139812	74.156	72.174	628.883	591.589	
139872	74.156	72.205	628.883	592.412	
139932	74.156	72.237	628.883	593.235	
139992	74.156	72.269	628.883	594.059	
140052	74.156	72.3	628.883	594.882	
140112	74.156	72.49	628.883	595.705	
140172	74.156	72.49	628.883	596.529	
140232	74.156	72.49	628.883	597.352	
140292	74.156	72.49	628.883	598.175	
140352	74.156	72.49	628.883	598.999	
140412	74.156	72.49	628.883	599.822	
140472	74.156	72.49	628.883	600.645	
140532	74.156	72.49	628.883	601.589	
140592	74.156	72.49	628.883	602.576	
140652	74.156	72.49	628.883	603.571	
140712	74.156	72.49	628.883	604.481	
140772	74.156	72.49	628.883	605.304	
140832	74.156	72.49	628.883	606.128	
140892	74.156	72.49	628.883	606.951	
140952	74.156	72.49	628.883	607.774	
141012	74.156	72.49	628.883	608.598	
141072	74.156	72.49	628.883	609.421	
141132	74.156	72.49	628.883	610.244	
141192	74.156	72.49	628.883	611.068	
141252	74.156	72.49	628.883	611.891	
141312	74.156	72.49	628.883	612.714	
141372	74.156	72.49	628.883	613.538	
141432	74.156	72.49	628.883	614.361	
141492	74.156	72.49	628.883	615.666	
141552	74.156	72.49	628.883	616.299	
141612	74.156	72.49	628.883	616.933	
141672	74.156	72.49	628.883	617.566	
141732	74.156	72.49	628.883	618.199	
141792	74.156	72.49	628.883	618.833	
141852	74.156	72.49	628.883	619.466	
141912	74.156	72.49	628.883	620.099	
141972	74.156	72.49	628.883	620.733	
142032	74.156	72.49	628.883	621.366	
142092	74.156	72.49	628.883	622.183	
142152	74.156	72.49	628.883	622.753	
142212	74.156	72.49	628.883	623.323	
142272	74.156	72.49	628.883	623.893	
142332	74.156	72.49	628.883	624.713	
142392	74.156	72.49	628.883	625.615	
142452	74.156	72.49	628.883	626.281	
142512	74.156	72.49	628.883	626.851	
142572	74.156	72.49	628.883	627.421	
142632	74.156	72.49	628.883	627.991	
142692	74.156	72.49	628.883	629.238	
142752	74.156	72.49	628.883	629.618	
142812	74.156	72.49	628.883	629.998	
142872	74.156	72.49	628.883	630.378	
142932	74.156	72.49	628.883	630.758	
142992	74.156	72.49	628.883	631.138	
143052	74.156	72.49	628.883	631.518	
143112	74.156	72.49	628.883	631.898	
143172	74.156	72.49	628.883	632.278	
143232	74.156	72.49	628.883	632.658	
143292	74.156	72.49	628.883	633.079	
143352	74.156	72.49	628.883	633.834	
143412	74.156	72.49	628.883	634.404	
143472	74.156	72.49	628.883	634.974	
143532	74.156	72.49	628.883	635.758	
143592	74.156	72.49	628.883	636.641	
143652	74.156	72.49	628.883	637.337	
143712	74.156	72.49	628.883	637.962	
143772	74.156	72.49	628.883	638.468	
143832	74.156	72.49	628.883	639.23	
143892	74.156	72.49	628.883	639.673	
143952	74.156	72.49	628.883	640.116	
144012	74.156	72.49	628.883	640.56	
144072	74.156	72.49	628.883	641.003	
144132	74.156	72.558	628.883	641.446	
144192	74.156	72.903	628.883	641.89	
144252	74.156	73.009	628.883	642.361	
144312	74.156	73.104	628.883	642.678	
144372	74.156	73.199	628.883	642.994	
144432	74.156	73.292	628.883	643.311	
144492	74.156	73.349	628.883	643.628	
144552	74.156	73.397	628.883	643.944	
144612	74.156	73.444	628.883	644.261	
144672	74.156	73.492	628.883	644.578	
144732	74.156	73.539	628.883	644.894	
144792	74.156	73.587	628.883	645.211	
144852	74.156	73.634	628.883	645.528	
144912	74.156	73.68	628.883	645.844	
144972	74.156	73.696	628.883	646.161	
145032	74.156	73.712	628.883	646.478	
145092	74.156	73.728	628.883	646.794	
145152	74.156	73.744	628.883	647.111	
145212	74.156	73.759	628.883	647.428	
145272	74.156	73.775	628.883	647.744	
145332	74.156	73.791	628.883	648.306	
145392	74.156	73.807	628.883	650.188	
145452	74.156	73.823	628.883	651.355	
145512	74.156	73.839	628.883	651.672	
145572	74.156	73.854	628.883	651.989	
145632	74.156	73.87	628.883	652.305	
145692	74.156	73.886	628.883	652.622	
145752	74.156	73.902	628.883	652.939	
145812	74.156	73.918	628.883	653.255	
145872	74.156	73.934	628.883	653.572	
145932	74.156	73.949	628.883	653.889	
145992	74.156	73.965	628.883	654.205	
146052	74.156	73.981	628.883	654.522	
146112	74.156	73.997	628.883	654.839	
146172	74.156	74.013	628.883	655.155	
146232	74.156	74.029	628.883	655.472	
146292	74.156	74.044	628.883	655.789	
146352	74.156	74.06	628.883	656.105	
146412	74.156	74.076	628.883	656.422	
146472	74.156	74.119	628.883	656.739	
146532	74.156	74.119	628.883	657.055	
146592	74.156	74.119	628.883	657.372	
146652	74.156	74.119	628.883	657.689	
146712	74.156	74.119	628.883	658.005	
146772	74.156	74.119	628.883	658.322	
146832	74.156	74.119	628.883	658.639	
146892	74.156	74.119	628.883	658.955	
146952	74.156	74.119	628.883	659.272	
147012	74.156	74.119	629.237	659.716	
147072	74.156	74.119	629.997	659.906	
147132	74.156	74.119	630.757	660.096	
147192	74.156	74.119	631.517	660.286	
147252	74.156	74.119	632.277	660.476	
147312	74.156	74.119	633.037	660.666	
147372	74.156	74.119	633.797	660.856	
147432	74.156	74.119	634.557	661.046	
147492	74.156	74.119	635.317	661.236	
147552	74.156	74.119	636.077	661.426	
147612	74.156	74.119	636.837	661.616	
147672	74.156	74.119	637.597	661.806	
147732	74.156	74.121	638.357	661.996	
147792	74.156	74.25	639.117	662.186	
147852	74.156	74.381	639.877	662.376	
147912	74.156	74.494	640.637	662.566	
147972	74.156	74.592	641.397	662.756	
148032	74.156	74.688	642.157	662.946	
148092	74.156	74.783	642.917	663.136	
148152	74.156	74.878	643.677	663.326	
148212	74.156	74.973	644.437	663.516	
148272	74.156	75.068	645.197	663.706	
148332	74.156	75.163	645.957	663.896	
148392	74.156	75.258	646.717	664.086	
148452	74.156	75.353	647.477	664.276	
148512	74.156	75.448	648.237	664.466	
148572	74.156	75.543	648.997	664.656	
148632	74.156	75.638	649.757	664.846	
148692	74.156	75.733	650.517	665.036	
148752	74.156	75.828	651.277	665.226	
148812	74.156	75.923	652.037	665.416	
148872	74.156	76.018	652.797	665.606	
148932	74.156	76.113	653.557	665.796	
148992	74.156	76.208	654.317	665.986	
149052	74.156	76.303	655.077	666.176	
149112	74.156	76.398	655.837	666.366	
149172	74.156	76.493	656.597	666.556	
149232	74.156	76.588	657.357	666.746	
149292	74.156	76.683	658.117	666.936	
149352	74.156	76.778	658.877	667.126	
149412	74.156	76.912	659.637	667.316	
149472	74.156	76.99	660.397	667.506	
149532	74.156	77.053	661.157	667.696	
149592	74.156	77.117	661.917	667.886	
149652	74.156	77.18	662.677	668.076	
149712	74.156	77.243	663.437	668.266	
149772	74.156	77.307	664.197	668.456	
149832	74.156	77.37	664.957	668.646	
149892	74.156	77.433	665.717	668.836	
149952	74.156	77.497	666.477	669.026	
150012	74.156	77.618	667.237	669.216	
150072	74.156	77.649	667.997	669.406	
150132	74.156	77.681	668.757	669.596	
150192	74.156	77.713	669.517	669.786	
150252	74.156	77.744	670.277	669.976	
150312	74.156	77.776	671.037	670.166	
150372	74.156	77.808	671.797	670.356	
150432	74.156	77.839	672.557	670.546	
150492	74.156	77.893	673.317	670.736	
150552	74.156	77.908	674.077	670.926	
150612	74.156	77.924	674.837	671.116	
150672	74.156	77.979	675.597	671.306	
150732	74.156	77.979	676.357	671.496	
150792	74.156	77.979	677.117	671.686	
150852	74.156	77.979	677.877	671.876	
150912	74.156	77.979	678.637	672.066	
150972	74.156	77.979	679.397	672.256	
151032	74.156	77.979	680.157	672.446	
151092	74.156	77.979	680.917	672.636	
151152	74.156	77.979	681.677	672.826	
151212	74.156	77.979	682.437	673.016	
151272	74.156	77.979	683.197	673.206	
151332	74.156	77.979	683.957	673.396	
151392	74.156	77.979	684.717	673.586	
151452	74.156	77.979	685.477	673.776	
151512	74.156	77.979	686.237	674.954	
151572	74.156	77.979	686.997	674.954	
151632	74.156	77.979	687.757	674.954	
151692	74.156	77.979	688.517	674.954	
151752	74.156	77.979	689.277	674.954	
151812	74.156	77.979	690.037	674.954	
151872	74.156	77.979	690.797	674.954	
151932	74.156	77.979	691.557	674.954	
151992	74.156	77.979	692.317	674.954	
152052	74.156	77.979	693.077	674.954	
152112	74.156	77.979	693.837	674.954	
152172	74.156	77.979	694.597	674.954	
152232	74.156	77.979	695.357	674.954	
152292	74.156	77.979	696.117	674.954	
152352	74.156	77.979	696.877	674.954	
152412	74.156	77.979	697.637	674.954	
152472	74.156	77.979	698.397	674.954	
152532	74.156	77.979	699.157	675.024	
152592	74.156	77.979	699.917	675.194	
152652	74.156	77.979	700.677	675.321	
152712	74.156	77.979	701.437	675.448	
152772	74.156	77.979	702.197	675.574	
152832	74.156	77.979	702.957	675.77	
152892	74.156	77.979	703.717	675.96	
152952	74.156	77.979	704.477	676.15	
153012	74.156	77.979	705.237	676.34	
153072	74.156	77.979	705.997	676.53	
153132	74.156	77.979	706.757	676.72	
153192	74.156	77.979	707.517	676.91	
153252	74.156	77.979	708.277	677.1	
153312	74.156	77.979	709.037	677.366	
153372	74.156	77.979	709.797	677.556	
153432	74.156	77.979	710.557	677.746	
153492	74.156	77.979	711.317	677.936	
153552	74.156	77.979	712.077	678.126	
153612	74.156	77.979	712.837	678.316	
153672	74.156	77.979	713.597	678.506	
153732	74.156	77.979	714.357	678.716	
153792	74.156	77.979	715.117	678.973	
153852	74.156	77.979	715.877	679.226	
153912	74.156	77.979	716.637	679.48	
153972	74.156	77.979	717.397	679.733	
154032	74.156	77.979	722.643	680.071	
154092	74.156	77.979	722.643	680.616	
154152	74.156	77.979	722.643	681.059	
154212	74.156	77.979	722.643	681.503	
154272	74.156	77.979	722.643	681.946	
154332	74.156	77.979	722.643	682.389	
154392	74.156	77.979	722.643	682.833	
154452	74.156	77.979	722.643	683.442	
154512	74.156	77.979	722.643	683.695	
154572	74.156	77.979	722.643	683.949	
154632	74.156	77.979	722.643	684.202	
154692	74.156	77.979	722.643	684.455	
154752	74.156	77.979	722.643	684.709	
154812	74.156	77.979	722.643	684.962	
154872	74.156	77.979	722.643	685.215	
154932	74.156	77.979	722.643	685.469	
154992	74.156	77.979	722.643	685.722	
155052	74.156	77.979	722.643	685.975	
155112	74.156	77.979	722.643	686.229	
155172	74.156	77.979	722.643	686.482	
155232	74.156	77.979	722.643	686.735	
155292	74.156	77.979	722.643	686.989	
155352	74.156	77.979	722.643	687.242	
155412	74.156	77.979	722.643	687.495	
155472	74.156	77.979	722.643	687.749	
155532	74.156	77.979	722.643	688.002	
155592	74.156	77.979	722.643	688.255	
155652	74.156	77.979	722.643	688.509	
155712	74.156	77.979	722.643	688.762	
155772	74.156	77.979	722.643	689.015	
155832	74.156	77.979	722.643	689.269	
155892	74.156	77.979	722.643	689.522	
155952	74.156	77.979	722.643	689.775	
156012	74.156	77.979	722.643	690.029	
156072	74.156	77.979	722.643	690.282	
156132	74.156	77.979	722.643	690.652	
156192	74.156	77.979	722.643	691.362	
156252	74.156	77.979	722.643	691.805	
156312	74.156	77.979	722.643	692.435	
156372	74.156	77.979	722.643	692.614	
156432	74.156	77.979	722.643	692.677	
156492	74.156	77.979	722.643	692.74	
156552	74.156	77.979	722.643	692.804	
156612	74.156	77.979	722.643	692.867	
156672	74.156	77.979	722.643	692.93	
156732	74.156	77.979	722.643	692.994	
156792	74.156	77.979	722.643	693.057	
156852	74.156	77.979	722.643	693.12	
156912	74.156	77.979	722.643	693.184	
156972	74.156	77.979	722.643	693.247	
157032	74.156	77.979	722.643	693.31	
157092	74.156	77.979	722.643	693.374	
157152	74.156	77.979	722.643	693.437	
157212	74.156	77.979	722.643	693.5	
157272	74.156	77.979	722.643	693.564	
157332	74.156	77.979	722.643	693.737	
157392	74.156	77.979	722.643	694.46	
157452	74.156	77.979	722.643	694.84	
157512	74.156	77.979	722.643	695.22	
157572	74.156	77.979	722.643	695.6	
157632	74.156	77.979	722.643	695.98	
157692	74.156	77.979	722.643	696.36	
157752	74.156	77.979	722.643	696.74	
157812	74.156	77.979	722.643	697.12	
157872	74.156	77.979	722.643	697.5	
157932	74.156	77.979	722.643	697.88	
157992	74.156	77.979	722.643	698.26	
158052	74.156	77.979	722.643	698.873	
158112	74.156	77.979	722.643	699.19	
158172	74.156	77.979	722.643	699.507	
158232	74.156	77.979	722.643	699.823	
158292	74.156	77.979	722.643	700.14	
158352	74.156	77.979	722.643	700.457	
158412	74.156	77.979	722.643	700.773	
158472	74.156	77.979	722.643	701.09	
158532	74.156	77.979	722.643	701.407	
158592	74.156	77.979	722.643	701.723	
158652	74.156	77.979	722.643	702.04	
158712	74.156	77.979	722.643	702.357	
158772	74.156	77.979	722.643	702.673	
158832	74.156	77.979	722.643	702.99	
158892	74.156	77.979	722.643	703.307	
158952	74.156	77.979	722.643	703.623	
159012	74.156	77.979	722.643	703.94	
159072	74.156	77.979	722.643	704.433	
159132	74.156	77.979	722.643	704.623	
159192	74.156	77.979	722.643	704.813	
159252	74.156	77.979	722.643	705.003	
159312	74.156	77.979	722.643	705.193	
159372	74.156	77.979	722.643	705.383	
159432	74.156	77.979	722.643	705.573	
159492	74.156	77.979	722.643	705.763	
159552	74.156	77.979	722.643	705.953	
159612	74.156	77.979	722.643	706.143	
159672	74.156	77.979	722.643	706.333	
159732	74.156	77.979	722.643	706.523	
159792	74.156	77.979	722.643	706.713	
159852	74.156	77.979	722.643	706.903	
159912	74.156	77.979	722.643	707.093	
159972	74.156	77.979	722.643	707.283	
160032	74.156	77.979	722.643	707.473	
160092	74.156	77.979	722.643	707.663	
160152	74.156	77.979	722.643	707.853	
160212	74.156	77.979	722.643	708.043	
160272	74.156	77.979	722.643	708.233	
160332	74.156	77.979	722.643	708.423	
160392	74.156	77.979	722.643	708.613	
160452	74.156	77.979	722.643	708.803	
160512	74.156	77.979	722.643	708.993	
160572	74.156	77.979	722.643	709.183	
160632	74.156	77.979	722.643	709.373	
160692	74.156	77.979	722.643	709.563	
160752	74.156	77.979	722.643	709.753	
160812	74.156	77.979	722.643	709.943	
160872	74.156	77.979	722.643	710.133	
160932	74.156	77.979	722.643	710.808	
160992	74.156	77.979	722.643	710.808	
161052	74.156	77.979	722.643	710.808	
161112	74.156	77.979	722.643	710.808	
161172	74.156	77.979	722.643	710.808	
161232	74.156	77.979	722.643	710.808	
161292	74.156	77.979	722.643	710.808	
161352	74.156	77.979	722.643	710.808	
161412	74.156	77.979	722.643	710.808	
161472	74.156	77.979	722.643	710.808	
161532	74.156	77.979	722.643	710.808	
161592	74.156	77.979	722.643	710.808	
161652	74.156	77.979	722.643	710.808	
161712	74.156	77.979	722.643	710.808	
161772	74.156	77.979	722.643	710.808	
161832	74.156	77.979	722.643	710.808	
161892	74.156	77.979	722.643	710.808	
161952	74.156	77.979	722.643	710.808	
162012	74.156	77.979	722.643	710.808	
162072	74.156	77.979	722.643	710.808	
162132	74.156	77.979	722.643	710.808	
162192	74.156	78.004	722.643	710.808	
162252	74.156	78.013	722.643	710.808	
162312	74.156	78.013	722.643	710.808	
162372	74.156	78.013	722.643	710.808	
162432	74.156	78.013	722.643	710.808	
162492	74.156	78.013	722.643	710.808	
162552	74.156	78.013	722.643	710.808	
162612	74.156	78.013	722.643	710.808	
162672	74.156	78.013	722.643	710.808	
162732	74.156	78.013	722.643	710.856	
162792	74.156	78.013	722.643	711.351	
162852	74.156	78.013	722.643	711.605	
162912	74.156	78.013	722.643	711.858	
162972	74.156	78.013	722.643	712.111	
163032	74.156	78.013	722.643	712.365	
163092	74.156	78.013	722.643	712.618	
163152	74.156	78.013	722.643	712.871	
163212	74.156	78.013	722.643	713.125	
163272	74.156	78.013	722.643	713.378	
163332	74.156	78.013	722.643	713.631	
163392	74.156	78.013	722.643	713.885	
163452	74.156	78.013	722.643	714.138	
163512	74.156	78.013	722.643	714.391	
163572	74.156	78.013	722.643	714.645	
163632	74.156	78.013	722.643	714.898	
163692	74.156	78.013	722.643	715.151	
163752	74.156	78.013	722.643	715.405	
163812	74.156	78.013	722.643	715.658	
163872	74.156	78.013	722.643	715.911	
163932	74.156	78.013	722.643	716.182	
163992	74.156	78.013	722.643	717.079	
164052	74.156	78.013	722.643	717.49	
164112	74.156	78.013	722.643	717.616	
164172	74.156	78.013	722.643	717.743	
164232	74.156	78.013	722.643	717.87	
164292	74.156	78.013	722.643	717.996	
164352	74.156	78.013	722.643	718.123	
164412	74.156	78.013	722.643	718.25	
164472	74.156	78.013	722.643	718.376	
164532	74.156	78.013	722.643	718.503	
164592	74.156	78.013	722.643	718.63	
164652	74.156	78.013	722.643	718.756	
164712	74.156	78.013	722.643	718.883	
164772	74.156	78.013	722.643	719.01	
164832	74.156	78.013	722.643	719.136	
164892	74.156	78.013	722.643	719.263	
164952	74.156	78.013	722.643	719.39	
165012	74.156	78.013	722.643	719.516	
165072	74.156	78.013	722.643	719.643	
165132	74.156	78.013	722.643	719.77	
165192	74.156	78.013	722.643	719.896	
165252	74.156	78.013	722.643	720.023	
165312	74.156	78.013	722.643	720.15	
165372	74.156	78.013	722.643	720.276	
165432	74.156	78.013	722.643	720.403	
165492	74.156	78.013	722.643	720.53	
165552	74.156	78.013	722.643	720.656	
165612	74.156	78.013	722.643	720.783	
165672	74.156	78.013	722.643	720.91	
165732	74.156	78.013	722.643	721.036	
165792	74.156	78.013	722.643	721.163	
165852	74.156	78.013	722.643	721.29	
165912	74.156	78.013	722.643	721.416	
165972	74.156	78.013	722.643	721.543	
166032	74.156	78.013	722.643	721.67	
166092	74.156	78.013	722.643	721.796	
166152	74.156	78.013	722.643	721.923	
166212	74.156	78.013	722.643	722.05	
166272	74.156	78.013	722.643	722.176	
166332	74.156	78.013	722.643	722.303	
166392	74.156	78.013	722.643	722.978	
166452	74.156	78.013	722.643	723.166	
166512	74.156	78.013	722.643	723.293	
166572	74.156	78.013	722.643	723.42	
166632	74.156	78.013	722.643	723.546	
166692	74.156	78.013	722.643	723.673	
166752	74.156	78.013	722.643	724.243	
166812	74.156	78.013	722.643	724.243	
166872	74.156	78.013	722.643	724.243	
166932	74.156	78.013	722.643	724.243	
166992	74.156	78.013	722.643	724.692	
167052	74.156	78.013	722.643	724.836	
167112	74.156	78.013	722.643	724.899	
167172	74.156	78.013	722.643	724.963	
167232	74.156	78.013	722.643	725.026	
167292	74.156	78.013	722.643	725.089	
167352	74.156	78.013	722.643	725.153	
167412	74.156	78.013	722.643	725.216	
167472	74.156	78.013	722.643	725.279	
167532	74.156	78.013	722.643	725.343	
167592	74.156	78.013	722.643	725.406	
167652	74.156	78.013	722.643	725.469	
167712	74.156	78.013	722.643	725.533	
167772	74.156	78.013	722.643	725.596	
167832	74.156	78.013	722.643	725.659	
167892	74.156	78.013	722.643	725.723	
167952	74.156	78.013	722.643	725.81	
168012	74.156	78.013	722.643	725.81	
168072	74.156	78.013	722.643	725.81	
168132	74.156	78.013	722.643	725.81	
168192	74.156	78.013	722.643	726.28	
168252	74.156	78.013	722.643	726.42	
168312	74.156	78.013	722.643	726.42	
168372	74.156	78.013	722.643	726.42	
168432	74.156	78.013	722.643	726.42	
168492	74.156	78.013	722.643	726.42	
168552	74.156	78.013	722.643	726.42	
168612	74.156	78.013	722.643	726.42	
