job_ID	STATUS	arrival	wait	start_time	runtime	end_time	CPUs	RAM(KB)	userID	user_name	queue	real_runtime	walltime_limit	backfilled
2	Success	17	0.0	17.0	61.0	78.0	1	33554432	1	urgent_tiny_user	priority_queue	60.0	600.0	0
4	Success	17	0.0	17.0	61.0	78.0	12	16777216	3	normal_small_user	default_queue	60.0	1200.0	1
6	Success	18	0.0	18.0	61.0	79.0	2	33554432	1	urgent_tiny_user	priority_queue	60.0	1800.0	0
9	Success	19	0.0	19.0	61.0	80.0	2	33554432	1	urgent_tiny_user	priority_queue	60.0	600.0	1
13	Success	21	0.0	21.0	61.0	82.0	2	33554432	1	urgent_tiny_user	priority_queue	60.0	3600.0	1
15	Success	23	0.0	23.0	61.0	84.0	2	1048576	1	urgent_tiny_user	priority_queue	60.0	1800.0	1
16	Success	24	54.0	78.0	61.0	139.0	2	33554432	1	urgent_tiny_user	priority_queue	60.0	2700.0	1
20	Success	28	50.0	78.0	61.0	139.0	1	33554432	1	urgent_tiny_user	priority_queue	60.0	1200.0	1
21	Success	29	49.0	78.0	61.0	139.0	1	8388608	1	urgent_tiny_user	priority_queue	60.0	900.0	1
22	Success	30	48.0	78.0	61.0	139.0	2	1048576	1	urgent_tiny_user	priority_queue	60.0	1800.0	1
23	Success	31	47.0	78.0	61.0	139.0	2	8388608	1	urgent_tiny_user	priority_queue	60.0	1200.0	1
24	Success	32	46.0	78.0	61.0	139.0	2	33554432	1	urgent_tiny_user	priority_queue	60.0	2700.0	1
12	Success	20	119.0	139.0	61.0	200.0	8	33554432	3	normal_small_user	default_queue	60.0	7200.0	1
17	Success	25	0.0	25.0	241.0	266.0	1	33554432	1	urgent_tiny_user	priority_queue	240.0	600.0	1
8	Success	18	0.0	18.0	784.0	802.0	4	33554432	3	normal_small_user	default_queue	783.0	7200.0	1
19	Success	27	51.0	78.0	741.0	819.0	1	1048576	1	urgent_tiny_user	priority_queue	740.0	7200.0	1
14	Success	22	0.0	22.0	1408.0	1430.0	1	8388608	1	urgent_tiny_user	priority_queue	1407.0	2700.0	1
7	Success	18	182.0	200.0	1377.0	1577.0	16	8388608	2	normal_large_user	default_queue	1376.0	7200.0	1
10	Success	19	1558.0	1577.0	61.0	1638.0	12	33554432	3	normal_small_user	default_queue	60.0	3600.0	1
27	Success	623	954.0	1577.0	61.0	1638.0	4	8388608	3	normal_small_user	default_queue	60.0	1800.0	1
28	Success	624	1014.0	1638.0	61.0	1699.0	4	1048576	3	normal_small_user	default_queue	60.0	3600.0	1
32	Success	2511	0.0	2511.0	61.0	2572.0	8	1048576	3	normal_small_user	default_queue	60.0	900.0	1
33	Success	2512	60.0	2572.0	61.0	2633.0	4	1048576	3	normal_small_user	default_queue	60.0	2700.0	1
25	Success	621	1017.0	1638.0	1105.0	2743.0	8	1048576	3	normal_small_user	default_queue	1104.0	1800.0	1
31	Success	2510	233.0	2743.0	61.0	2804.0	12	33554432	3	normal_small_user	default_queue	60.0	3600.0	1
34	Success	2513	291.0	2804.0	61.0	2865.0	12	8388608	3	normal_small_user	default_queue	60.0	900.0	1
40	Success	3326	0.0	3326.0	61.0	3387.0	4	8388608	3	normal_small_user	default_queue	60.0	3600.0	1
26	Success	622	180.0	802.0	2625.0	3427.0	4	8388608	3	normal_small_user	default_queue	2624.0	7200.0	1
1	Success	17	0.0	17.0	3610.0	3627.0	40	33554432	0	urgent_large_user	priority_queue	3609.0	7200.0	0
41	Success	3327	300.0	3627.0	61.0	3688.0	12	16777216	3	normal_small_user	default_queue	60.0	1200.0	1
5	Success	18	3609.0	3627.0	892.0	4519.0	24	33554432	0	urgent_large_user	priority_queue	891.0	7200.0	0
47	Success	3619	900.0	4519.0	61.0	4580.0	24	8388608	0	urgent_large_user	priority_queue	60.0	900.0	0
35	Success	3021	1559.0	4580.0	61.0	4641.0	24	1048576	2	normal_large_user	default_queue	60.0	3600.0	1
11	Success	20	0.0	20.0	4665.0	4685.0	1	8388608	1	urgent_tiny_user	priority_queue	4664.0	7200.0	1
38	Success	3324	1317.0	4641.0	201.0	4842.0	24	16777216	2	normal_large_user	default_queue	200.0	2700.0	1
44	Success	3415	1427.0	4842.0	61.0	4903.0	8	33554432	3	normal_small_user	default_queue	60.0	1800.0	1
45	Success	3416	1426.0	4842.0	61.0	4903.0	8	8388608	3	normal_small_user	default_queue	60.0	1800.0	1
43	Success	3414	0.0	3414.0	1769.0	5183.0	4	16777216	3	normal_small_user	default_queue	1768.0	2700.0	1
42	Success	3328	360.0	3688.0	1789.0	5477.0	12	33554432	3	normal_small_user	default_queue	1788.0	7200.0	1
46	Success	3417	10.0	3427.0	2360.0	5787.0	4	16777216	3	normal_small_user	default_queue	2359.0	7200.0	1
53	Success	6929	0.0	6929.0	61.0	6990.0	8	16777216	3	normal_small_user	default_queue	60.0	2700.0	1
59	Success	7020	0.0	7020.0	61.0	7081.0	4	1048576	3	normal_small_user	default_queue	60.0	1200.0	1
39	Success	3325	0.0	3325.0	3849.0	7174.0	12	8388608	3	normal_small_user	default_queue	3848.0	7200.0	1
56	Success	6932	242.0	7174.0	61.0	7235.0	8	16777216	3	normal_small_user	default_queue	60.0	900.0	1
18	Success	26	52.0	78.0	7187.0	7265.0	1	16777216	1	urgent_tiny_user	priority_queue	7186.0	7200.0	1
61	Success	7233	0.0	7233.0	61.0	7294.0	2	1048576	1	urgent_tiny_user	priority_queue	60.0	2700.0	0
