72	0.581	0.163	0.0	0.231	
132	1.214	0.411	0.0	0.324	
192	1.848	0.516	0.0	0.499	
252	2.481	0.596	0.22	0.586	
312	3.114	0.666	0.473	0.649	
372	3.748	0.729	0.726	0.713	
432	4.381	0.793	0.98	0.776	
492	5.014	0.856	1.233	0.839	
552	5.648	0.919	1.486	0.903	
612	6.281	0.983	1.74	0.966	
672	6.914	1.046	1.993	1.029	
732	7.548	1.109	2.246	1.093	
792	8.181	1.173	2.5	1.156	
852	8.814	1.238	2.753	1.263	
912	9.448	1.285	3.006	1.326	
972	10.081	1.333	3.26	1.39	
1032	10.714	1.38	3.513	1.453	
1092	11.348	1.428	3.766	1.516	
1152	11.981	1.475	4.02	1.58	
1212	12.614	1.523	4.273	1.643	
1272	13.248	1.57	4.526	1.706	
1332	13.881	1.618	4.78	1.77	
1392	14.514	1.665	5.033	1.833	
1452	15.148	1.726	5.286	1.896	
1512	15.781	1.758	5.54	1.96	
1572	16.414	1.79	5.793	2.023	
1632	17.048	1.821	6.12	2.319	
1692	17.681	1.853	6.12	2.592	
1752	18.314	1.885	6.12	2.793	
1812	18.948	1.916	6.12	2.983	
1872	19.581	1.948	6.12	3.173	
1932	20.214	1.98	6.12	3.363	
1992	20.848	2.011	6.12	3.553	
2052	21.481	2.043	6.12	3.743	
2112	22.114	2.075	6.12	3.933	
2172	22.748	2.106	6.12	4.123	
2232	23.381	2.138	6.12	4.313	
2292	24.014	2.17	6.12	4.503	
2352	24.648	2.201	6.12	4.693	
2412	25.281	2.233	6.12	4.883	
2472	25.914	2.265	6.12	5.073	
2532	26.548	2.296	6.12	5.307	
2592	27.181	2.328	6.12	5.609	
2652	27.814	2.36	6.12	5.846	
2712	28.448	2.391	6.12	6.036	
2772	29.081	2.423	6.12	6.379	
2832	29.714	2.455	6.12	6.643	
2892	30.348	2.486	6.12	6.821	
2952	30.981	2.518	6.12	6.884	
3012	31.614	2.55	6.12	6.948	
3072	32.248	2.581	6.12	7.011	
3132	32.881	2.613	6.12	7.074	
3192	33.514	2.645	6.12	7.138	
3252	34.148	2.676	6.12	7.201	
3312	34.781	2.708	6.12	7.264	
3372	35.414	2.74	6.12	7.525	
3432	36.048	2.771	6.12	7.962	
3492	36.681	2.803	6.12	8.279	
3552	37.314	2.835	6.12	8.596	
3612	37.948	2.866	6.12	8.912	
3672	40.396	2.898	6.12	9.371	
3732	40.776	2.93	6.12	9.888	
3792	41.156	2.961	6.12	10.395	
3852	41.536	2.993	6.12	10.902	
3912	41.916	3.025	6.12	11.408	
3972	42.296	3.056	6.12	11.915	
4032	42.676	3.088	6.12	12.422	
4092	43.056	3.12	6.12	12.928	
4152	43.436	3.151	6.12	13.435	
4212	43.816	3.183	6.12	13.942	
4272	44.196	3.215	6.12	14.448	
4332	44.576	3.246	6.12	14.955	
4392	44.956	3.278	6.12	15.462	
4452	45.336	3.31	6.12	15.968	
4512	45.716	3.341	6.12	16.475	
4572	46.394	3.373	6.12	16.982	
4632	46.465	3.405	6.45	17.488	
4692	46.465	3.499	6.85	17.995	
4752	46.465	3.515	7.23	18.502	
4812	46.465	3.531	7.61	19.008	
4872	46.465	3.547	7.867	19.642	
4932	46.465	3.563	7.867	20.293	
4992	46.465	3.579	7.867	20.799	
5052	46.465	3.594	7.867	21.306	
5112	46.465	3.61	7.867	21.813	
5172	46.465	3.626	7.867	22.319	
5232	46.465	3.642	8.281	22.873	
5292	46.465	3.658	8.788	23.316	
5352	46.465	3.674	9.294	23.759	
5412	46.465	3.689	9.801	24.203	
5472	46.465	3.705	10.308	24.646	
5532	46.465	3.721	10.814	25.213	
5592	46.465	3.737	11.321	25.467	
5652	46.465	3.753	11.828	25.72	
5712	46.465	3.769	12.334	25.973	
5772	46.465	3.784	12.841	26.227	
5832	46.465	3.8	13.348	26.564	
5892	46.465	3.816	13.854	26.754	
5952	46.465	3.832	14.361	26.944	
6012	46.465	3.848	14.868	27.134	
6072	46.465	3.864	15.374	27.324	
6132	46.465	3.879	15.881	27.514	
6192	46.465	3.895	16.388	27.704	
6252	46.465	3.911	16.894	27.894	
6312	46.465	3.927	17.401	28.084	
6372	46.465	3.943	17.908	28.274	
6432	46.465	3.959	18.414	28.464	
6492	46.465	3.974	18.921	28.654	
6552	46.465	3.99	19.428	28.844	
6612	46.465	4.006	19.934	29.034	
6672	46.465	4.022	20.441	29.224	
6732	46.465	4.038	20.948	29.414	
6792	46.465	4.054	21.454	29.604	
6852	46.465	4.069	21.961	29.794	
6912	46.465	4.085	22.468	29.984	
6972	46.465	4.101	22.974	30.353	
7032	46.465	4.117	23.481	30.772	
7092	46.465	4.133	23.988	31.207	
7152	46.465	4.149	24.494	31.587	
7212	46.465	4.164	25.001	32.648	
7272	46.465	4.417	25.508	33.02	
7332	46.465	4.662	26.014	33.337	
7392	46.465	4.813	26.521	33.654	
7452	46.465	4.908	27.028	33.97	
7512	46.465	5.003	27.534	34.287	
7572	46.465	5.098	28.041	34.604	
7632	46.465	5.193	28.548	34.92	
7692	46.465	5.288	29.054	35.237	
7752	46.465	5.383	29.561	35.633	
7812	46.465	5.478	30.068	36.013	
7872	46.465	5.573	30.574	36.393	
7932	46.465	5.668	31.081	36.773	
7992	46.465	5.763	31.588	37.153	
8052	46.465	5.858	32.094	37.533	
8112	46.465	5.953	32.601	37.913	
8172	46.465	6.048	33.108	38.293	
8232	46.465	6.143	33.614	38.673	
8292	46.465	6.238	34.121	39.053	
8352	46.465	6.333	34.628	39.433	
8412	46.465	6.428	35.134	39.813	
8472	46.465	6.523	35.641	40.193	
8532	46.465	6.618	36.148	40.573	
8592	46.465	6.713	36.654	40.953	
8652	46.465	6.842	37.161	41.333	
8712	46.465	6.906	37.668	41.713	
8772	46.465	6.969	38.174	42.093	
8832	46.465	7.049	38.681	42.473	
8892	46.465	7.081	39.188	42.853	
8952	46.465	7.113	39.694	43.233	
9012	46.465	7.144	40.201	43.613	
9072	46.465	7.227	40.708	43.993	
9132	46.465	7.421	41.214	44.373	
9192	46.465	7.607	41.721	44.753	
9252	46.465	7.758	42.228	45.133	
9312	46.465	7.885	42.734	45.513	
9372	46.465	8.011	43.241	45.893	
9432	46.465	8.138	43.748	46.554	
9492	46.465	8.265	44.254	46.944	
9552	46.465	8.421	44.761	47.334	
9612	46.465	8.531	45.268	47.733	
9672	46.465	8.642	45.774	48.167	
9732	46.465	8.753	46.281	48.503	
9792	46.465	8.864	46.788	48.95	
9852	46.465	8.975	47.294	49.388	
9912	46.465	9.086	47.801	49.768	
9972	46.465	9.196	48.308	50.148	
10032	46.465	9.311	48.814	50.528	
10092	46.465	9.406	49.321	50.908	
10152	46.465	9.501	49.828	51.288	
10212	46.465	9.596	50.334	51.668	
10272	46.465	9.691	50.841	52.048	
10332	46.465	9.786	51.348	52.428	
10392	46.465	9.881	51.854	52.808	
10452	46.465	9.976	52.361	53.188	
10512	46.465	10.071	52.868	54.0	
10572	46.465	10.166	55.703	54.499	
10632	46.465	10.271	55.945	55.053	
10692	46.465	10.351	56.147	55.516	
10752	46.465	10.43	56.654	55.896	
10812	46.465	10.509	57.161	56.276	
10872	46.465	10.588	57.667	56.692	
10932	46.465	10.667	58.174	57.104	
10992	46.465	10.746	58.681	57.484	
