user_id	login	tuwt	nuwt	tusa	job_count	avg_user_wait	turam	avg_user_ram	avg_user_sq_area
0	urgent_large_user	1656488.2975999895	1.4124314435978327	1172792.0	57.0	29061.2	2.9603397632E10	5.1935785319E8	20575.3
1	urgent_tiny_user	136142.52399988426	0.09292434184922718	1465090.0	1362.0	99.96	3.1496077312E10	2.312487321E7	1075.69
2	normal_large_user	2.371947223839982E7	1.8210212746695387	1.3025368E7	504.0	47062.44	2.23153750016E11	4.4276537702E8	25843.98
3	normal_small_user	5983299.303199378	0.45341352633951326	1.319612E7	2091.0	2861.45	2.50991345664E11	1.2003412036E8	6310.91
